Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_China,Country_Colombia,Country_Croatia,Country_Czechia,Country_Denmark,Country_Ecuador,Country_England,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Uruguay,Country_nan
Felipinho,32,71,Balanced,3061,0.104,2035-06-30,1500.0,0.215,Türkiye (Super League),Turkish Super League,2033-06-10,0.575,13,12,13,13,9,11,15,4,13,8,10,13,11,8,11,13,11,12,12,9,15,11,8,10,13,12,9,7,4,6,9,5,12,11,5,10,,6.67,13,Not set,- - -,13,0,Türkiye,176.0,30.428473648186174,1.571526351813826,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pedro Mendes,35,74,Perfectionist,4853,0.035,2035-06-30,6000.0,1.2,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-12-30,1.9,17,13,15,12,11,12,14,10,13,6,11,12,13,18,8,13,14,9,9,9,15,10,4,6,14,12,16,10,4,7,7,4,12,10,11,8,Unh,6.62,2 (9),Listed,- - -,11,1,Netherlands,176.0,33.98425735797399,1.0157426420260096,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alan Velasco,32,66,Resolute,7886,6.199999999999999,2035-06-30,165000.0,,Portugal (Premier League),Portuguese Premier League,2033-07-01,80.0,13,15,9,15,15,14,15,8,15,11,11,16,12,15,13,12,4,11,11,8,13,13,11,14,14,14,7,11,6,9,13,6,15,13,11,14,,6.90,5 (11),Not set,- - -,16,0,Portugal,176.0,30.48596851471595,1.514031485284052,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gonçalo Ramos,33,73,Model Citizen,8832,32.5,2035-06-30,195000.0,63.0,Italy (Serie A),Italian Serie A,2032-03-21,111.0,14,16,15,14,16,15,14,12,17,10,15,15,14,16,13,15,14,14,13,13,16,13,10,12,16,15,15,12,3,8,7,9,16,14,12,12,Wnt,7.03,20,Not set,- - -,20,0,Italy,176.0,30.207392197125255,2.7926078028747434,0.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
José Mulato,31,71,Balanced,4907,0.30250000000000005,2035-06-30,35500.0,4.8,Netherlands (Eredivisie),Eredivisie,2032-06-26,4.8,6,12,8,15,9,12,14,13,13,9,9,12,10,10,12,13,11,14,13,14,13,14,3,12,13,14,11,10,1,9,4,5,15,11,2,11,,7.00,0 (3),Not set,- - -,3,0,Netherlands,176.0,28.472963723477072,2.5270362765229293,3.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paulos Abraham,32,70,Balanced,2896,,2036-11-30,1600.0,,Sweden (First Division Elite),Swedish First Division Elite,2034-11-20,3.5,11,10,9,10,10,10,14,6,12,6,8,10,9,13,12,9,7,13,10,8,11,12,5,12,9,13,6,7,4,5,10,4,13,10,12,9,,-,-,Not set,- - -,0,0,Sweden,695.0,31.874058863791923,0.12594113620807665,3.0,431.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Jackson Muleka,35,71,Fairly Professional,6759,0.275,2035-06-30,42500.0,21.0,Russia (Premier League),Russian Premier League,2033-04-10,38.0,13,15,14,13,14,13,13,11,14,11,15,12,16,14,9,13,12,10,12,10,16,11,7,8,14,14,11,9,5,10,4,8,13,11,7,8,,6.92,18,Not set,- - -,18,0,Russia,176.0,33.261464750171115,1.7385352498288844,4.0,454.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Tiago Tomás,32,71,Fairly Determined,4496,0.6599999999999999,2036-12-31,28000.0,,Norway (Premier Division),Norwegian Premier Division,2034-07-21,9.75,15,12,15,12,12,11,14,6,12,7,13,12,15,15,13,11,12,15,12,10,15,13,11,11,11,12,11,10,10,6,10,6,12,10,10,8,,7.13,6 (12),Not set,- - -,18,0,Norway,726.0,31.540041067761805,0.459958932238193,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oscar Vilhelmsson,31,74,Resolute,4021,,2036-11-30,6500.0,0.18,Sweden (Premier Division),Swedish Premier Division,2034-09-13,2.2,11,13,12,13,11,11,12,7,13,6,12,10,11,15,12,12,15,15,12,12,13,14,4,11,13,12,12,8,5,4,6,6,12,10,12,8,,-,-,Not set,- - -,0,0,Sweden,695.0,30.68788501026694,0.31211498973305957,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Danny Namaso,34,72,Fairly Professional,7969,1.6849999999999998,2035-06-30,67000.0,7.5,Türkiye (Super League),Turkish Super League,2034-04-11,8.5,12,14,11,14,13,13,15,9,16,8,11,15,12,13,11,13,12,10,11,9,16,11,11,11,13,13,10,9,8,7,11,7,16,14,13,13,Wnt,7.28,21,Not set,- - -,21,0,Türkiye,176.0,33.26351813826147,0.7364818617385352,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
José Juan Macías,35,70,Ambitious,7495,0.2475,2035-12-31,31000.0,,Mexico (First Division),Mexican First Division,2032-12-31,13.75,5,15,8,15,13,14,14,7,15,8,10,14,10,16,10,11,9,7,5,5,14,10,8,11,16,15,11,13,4,7,8,6,16,13,12,9,,6.30,19 (2),Not set,- - -,21,0,Mexico,360.0,32.987679671457904,2.0123203285420943,4.0,489.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Karim Adeyemi,32,71,Fairly Determined,8582,28.0,2036-06-30,145000.0,0.0,Germany (Bundesliga),Bundesliga,2034-10-05,34.5,16,12,12,13,11,13,14,5,14,7,11,11,15,16,15,9,12,17,10,10,13,16,13,13,14,13,9,8,6,7,9,9,14,12,13,12,Wnt,6.63,1 (5),Listed,- - -,6,1,Germany,542.0,31.748117727583846,0.2518822724161533,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Youssuf Sylla,32,75,Fairly Determined,4168,0.08299999999999999,2035-06-30,24000.0,5.0,Belgium (Jupiler Pro League),Jupiler Pro League,2032-03-16,5.5,8,12,12,15,10,12,12,10,13,11,12,14,11,15,12,13,16,12,12,14,12,13,7,10,14,12,14,11,6,10,7,7,12,10,11,9,Inj,-,0 (2),Not set,- - -,2,0,Belgium,176.0,29.193702943189596,2.8062970568104038,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amine El Ouazzani,33,74,Balanced,4399,,2036-06-30,3900.0,,Morocco (Botola 1),Botola Pro 1,2034-07-01,4.1,8,12,12,13,8,13,12,8,12,6,11,12,11,12,10,13,12,11,10,11,13,13,8,10,12,12,10,11,5,5,7,5,13,11,12,12,,7.14,25,Not set,- - -,25,0,Morocco,542.0,32.48528405201917,0.5147159479808351,3.0,440.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kerwin Vargas,33,71,Balanced,4440,,2036-12-31,4400.0,1.5,U.S.A. (MLS),Major League Soccer,2034-12-13,1.5,13,12,13,11,12,12,13,7,12,8,12,10,12,12,14,11,10,11,10,7,16,13,5,12,12,12,9,10,3,4,7,4,13,11,5,14,,-,-,Not set,- - -,0,0,U.S.A.,726.0,32.937029431895965,0.06297056810403832,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dion Drena Beljo,32,77,Resolute,7821,,2036-06-30,83000.0,31.5,Saudi Arabia (Saudi Pro League),Saudi Professional League,2033-01-07,72.0,13,15,13,13,13,14,15,8,15,8,11,14,13,15,13,15,16,14,13,15,13,13,5,12,14,13,13,12,5,7,9,7,14,12,15,8,,7.43,21 (1),Not set,- - -,22,0,Saudi Arabia,542.0,30.00684462696783,1.9931553730321698,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Tommaso Baldanzi,31,67,Perfectionist,9020,,2036-06-30,250000.0,69.0,Italy (Serie A),Italian Serie A,2034-08-09,80.0,10,16,11,18,14,15,16,10,17,9,12,17,14,16,17,15,5,15,15,12,13,15,13,15,17,15,11,14,4,9,16,8,17,16,12,13,,7.18,19 (1),Not set,- - -,20,0,Italy,542.0,30.592060232717316,0.4079397672826831,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dušan Vlahović,34,75,Resolute,8931,8.8,2035-06-30,165000.0,70.0,Italy (Serie A),Italian Serie A,2032-12-09,73.0,15,18,16,16,17,15,15,12,16,9,14,14,14,17,12,15,15,12,12,13,13,11,7,11,17,15,14,14,6,8,16,7,14,13,16,10,Wnt,6.88,17 (5),Not set,- - -,22,0,Italy,176.0,31.927446954141,2.0725530458590007,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Justin Cuero,30,72,Fairly Determined,7021,7.3,2036-06-30,33000.0,3.8,Mexico (First Division),Mexican First Division,2033-01-31,5.75,15,13,14,12,12,12,14,11,14,12,10,11,14,15,13,13,14,14,13,12,17,14,13,8,13,13,10,12,3,5,5,5,12,12,17,8,,7.35,21 (1),Not set,- - -,22,0,Mexico,542.0,28.072553045859,1.9274469541409993,4.0,489.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mateusão,30,72,Balanced,4381,7.3,2036-06-30,88000.0,1.7,U.A.E. (Pro League),UAE Professional League,2033-02-06,1.8,11,14,9,13,6,12,15,15,13,7,8,8,9,8,13,10,14,13,12,14,17,14,9,11,14,13,15,9,1,5,8,4,16,13,4,11,Int,7.44,23 (2),Not set,- - -,25,0,U.A.E.,542.0,28.088980150581794,1.9110198494182067,3.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Nilson Angulo,31,72,Balanced,5030,0.2625,2036-12-31,16250.0,,Ecuador (Serie A),Ecuadorian Serie A,2034-09-01,1.7,11,12,10,14,11,15,14,6,12,6,8,14,9,8,10,10,11,12,12,9,14,13,8,13,10,14,8,8,1,5,6,5,13,12,5,9,,-,-,Not set,- - -,0,0,Ecuador,726.0,30.655030800821354,0.34496919917864477,3.0,467.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Weverton,32,71,Determined,6170,1.265,2035-12-31,8750.0,1.2,Brazil (Second Division),Brazilian National Second Division,2033-03-07,9.0,11,13,11,13,12,14,13,15,11,12,12,12,12,18,13,11,12,13,12,12,11,11,11,12,13,13,13,13,7,11,10,5,13,13,7,11,,-,-,Not set,- - -,0,0,Brazil,360.0,30.168377823408623,1.8316221765913758,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ruel Sotiriou,34,69,Fairly Determined,5225,0.55,2035-12-31,13500.0,1.1,China (Super League),Chinese Super League,2034-07-07,1.1,15,13,15,13,12,10,8,7,14,7,10,10,12,15,8,11,6,8,7,5,11,8,7,8,13,13,9,8,1,5,7,3,11,8,11,6,,6.62,22 (3),Not set,- - -,25,0,China,360.0,33.501711156741955,0.49828884325804246,4.0,460.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Erik Flataker,30,71,Resolute,4795,9.3,2037-06-30,19750.0,3.3,England (Sky Bet Championship),Sky Bet Championship,2034-08-22,4.6,12,14,9,15,11,12,13,10,14,8,12,11,11,15,13,14,12,12,14,12,13,13,8,11,13,13,12,11,3,7,9,6,12,10,12,9,ESC,6.85,2 (5),Not set,- - -,7,0,England,907.0,29.627652292950035,0.3723477070499658,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Miguel Rodríguez,31,70,Balanced,5022,,2036-06-30,26500.0,3.3,Spain (Second Division),Spanish Second Division,2033-07-28,23.0,14,12,12,13,11,12,14,5,13,7,8,12,13,5,14,14,10,12,10,10,13,14,11,12,14,13,6,13,11,11,11,11,12,9,8,9,,6.88,2 (6),Not set,- - -,8,0,Spain,542.0,29.559890485968516,1.4401095140314852,3.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Adrian Benedyczak,34,75,Fairly Professional,6704,0.55,2035-06-30,40500.0,9.5,Spain (First Division),Spanish First Division,2033-01-13,26.0,10,13,12,15,11,13,13,11,14,10,11,11,12,14,11,12,14,13,11,10,14,11,4,10,14,13,13,10,7,6,3,7,14,13,14,8,Lst,6.68,0 (10),Listed,- - -,10,1,Spain,176.0,32.02327173169062,1.9767282683093772,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Josh Sargent,34,73,Resolute,7421,0.4125,2035-06-30,46500.0,13.5,Netherlands (Eredivisie),Eredivisie,2032-02-02,46.5,15,15,14,13,13,13,11,13,16,8,14,13,16,16,10,13,14,12,12,9,16,12,5,9,15,15,14,9,2,7,7,6,12,13,16,10,Wnt,6.81,20,Not set,- - -,20,0,Netherlands,176.0,31.075975359342916,2.924024640657084,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matías Arezo,32,70,Resolute,8140,34.5,2036-06-30,105000.0,23.5,Spain (First Division),Spanish First Division,2034-03-07,26.0,15,14,12,16,10,13,15,12,15,9,11,11,15,15,15,14,11,14,15,12,15,15,11,12,16,14,13,12,12,12,13,7,15,13,14,15,Ask,7.07,14,Not set,- - -,14,0,Spain,542.0,31.16769336071184,0.8323066392881588,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Matija Frigan,31,73,Fairly Determined,5588,,2036-06-30,24500.0,4.5,Belgium (Jupiler Pro League),Jupiler Pro League,2033-08-10,9.5,17,13,14,9,12,9,12,9,14,5,10,13,15,16,12,10,14,13,15,13,17,14,9,12,12,11,11,10,7,6,8,7,12,11,13,12,,6.79,5 (13),Not set,- - -,18,0,Belgium,542.0,29.595482546201232,1.404517453798768,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Moussa Djitté,35,71,Balanced,4875,0.061,2035-12-31,4500.0,1.2,U.S.A. (MLS),Major League Soccer,2033-12-07,1.2,13,13,12,13,12,12,14,6,13,6,11,10,13,12,10,12,10,9,8,10,12,9,10,8,14,12,12,9,4,3,6,4,13,11,11,11,,-,-,Not set,- - -,0,0,U.S.A.,360.0,33.92128678986995,1.0787132101300478,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Jonathan Dubasin,34,71,Balanced,5710,0.0,2035-06-30,240.0,,France (National 2 - C),French National 2 - C,2034-09-01,11.0,12,12,12,12,12,12,15,10,14,8,11,12,12,11,9,10,11,9,8,6,14,8,11,11,11,12,8,12,7,4,8,5,12,11,3,12,Ret,6.98,10 (1),Not set,- - -,11,0,France,176.0,33.65503080082136,0.34496919917864477,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Samuel Burakowsky,32,72,Fairly Professional,2860,,2036-11-30,2600.0,0.55,Sweden (Premier Division),Swedish Premier Division,2033-12-29,0.625,11,12,10,12,11,12,12,8,12,10,12,11,13,14,13,10,13,13,12,12,12,13,8,11,12,13,7,7,5,6,6,7,12,11,9,10,,-,-,Not set,- - -,0,0,Sweden,695.0,30.98151950718686,1.0184804928131417,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Marlon Mustapha,33,73,Balanced,4538,0.35750000000000004,2035-06-30,7000.0,,Austria (First Division),Austrian First Division,2034-01-01,0.775,16,12,13,11,11,10,14,6,13,6,12,11,12,12,8,9,13,10,8,9,12,10,6,10,11,12,11,7,5,5,6,6,12,11,10,8,,6.24,21,Not set,- - -,21,0,Austria,176.0,31.989733059548254,1.0102669404517455,3.0,417.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julián Romero,31,69,Fairly Determined,3426,,2036-06-30,1700.0,0.185,Türkiye (1. League),Turkish 1. League,2034-09-15,0.575,15,14,12,12,10,16,10,4,8,12,11,12,11,16,12,16,9,13,12,13,15,8,9,11,10,16,9,13,5,9,9,5,12,11,5,11,,6.81,2 (10),Not set,- - -,12,0,Türkiye,542.0,30.693360711841205,0.3066392881587953,4.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Alejo Veliz,31,74,Fairly Determined,5506,,2036-06-30,87000.0,8.5,Qatar (Stars League),Qatar Stars League,2034-03-31,21.5,9,15,12,13,12,13,12,11,17,9,11,12,12,15,12,15,15,12,13,13,15,13,8,11,14,14,14,12,5,11,8,9,12,12,17,10,,7.63,21,Not set,- - -,21,0,Qatar,542.0,30.23340177960301,0.7665982203969883,4.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Georges Mikautadze,34,69,Fairly Ambitious,5212,0.12,2035-06-30,26500.0,,Spain (Second Division),Spanish Second Division,2034-07-08,15.25,10,13,13,16,12,13,14,10,14,7,12,13,12,14,10,12,6,9,8,6,14,11,10,10,15,13,7,11,5,6,11,6,13,11,14,13,Ret,6.62,1 (7),Listed,- - -,8,1,Spain,176.0,33.50444900752909,0.49555099247091033,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Antoine Joujou,31,74,Fairly Professional,4085,1.559,2036-06-30,34000.0,5.5,Italy (Serie B),Italian Serie B,2033-06-30,5.75,8,9,12,11,7,9,10,10,11,11,13,11,12,12,15,13,15,13,14,13,13,13,7,13,12,13,8,9,3,6,7,4,12,11,9,11,Wnt,7.10,2 (8),Not set,- - -,10,0,Italy,542.0,29.483230663928815,1.516769336071184,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tim Rossmann,31,71,Fairly Professional,4652,,2036-12-31,13500.0,1.1,U.S.A. (MLS),Major League Soccer,2033-04-19,0.65,12,11,9,8,10,10,13,5,12,6,11,10,10,13,14,8,9,13,10,7,12,14,10,11,10,11,6,8,6,6,8,6,12,9,9,10,,-,-,Not set,- - -,0,0,U.S.A.,726.0,29.286105407255306,1.7138945927446954,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
David Flakus Bosilj,32,73,Fairly Determined,3285,0.15,2035-12-31,1500.0,0.575,Norway (Premier Division),Norwegian Premier Division,2032-11-11,0.5,14,10,11,13,9,13,12,8,13,6,9,10,13,15,10,9,13,12,8,7,11,11,7,10,11,13,12,8,4,4,6,5,10,8,3,6,Lst,-,-,Listed,- - -,0,1,Norway,360.0,29.8507871321013,2.1492128678986995,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tomáš Čvančara,34,75,Fairly Determined,6105,0.082,2035-06-30,17500.0,,Greece (Super League 1),Greek Super League 1,2034-07-01,15.0,16,12,14,12,12,12,16,12,13,7,14,10,14,16,9,11,15,10,9,9,13,10,4,10,14,12,12,10,6,5,12,5,12,11,11,10,,6.47,16 (1),Not set,- - -,17,0,Greece,176.0,33.48528405201917,0.5147159479808351,4.0,481.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lennart Garlipp,30,72,Fairly Professional,3847,7.5,2036-12-31,9500.0,0.775,U.S.A. (MLS),Major League Soccer,2033-09-12,0.65,15,15,8,15,11,12,13,7,16,11,13,13,10,14,12,15,11,10,10,9,9,12,9,11,13,13,12,11,9,9,6,8,13,11,4,13,,-,-,Not set,- - -,0,0,U.S.A.,726.0,28.685831622176593,1.3141683778234086,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Justin Diehl,30,69,Fairly Determined,6114,27.0,2036-06-30,120000.0,7.75,Germany (Bundesliga),Bundesliga,2032-06-18,11.25,12,12,9,15,11,12,18,9,16,8,10,15,11,16,17,13,6,16,12,12,12,15,12,15,14,13,8,12,8,5,14,4,14,12,12,11,Wnt,6.95,1 (3),Not set,- - -,4,0,Germany,542.0,27.451060917180016,2.5489390828199863,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
András Németh,32,74,Balanced,6281,5.5,2036-06-30,22500.0,5.5,Portugal (Premier League),Portuguese Premier League,2033-09-29,6.25,8,13,11,13,11,12,14,10,15,8,12,11,12,14,12,13,14,14,11,11,13,12,2,11,12,13,12,8,5,6,7,6,13,10,11,8,,6.88,9 (14),Not set,- - -,23,0,Portugal,542.0,30.732375085557837,1.267624914442163,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matthew Hoppe,33,75,Fairly Determined,3492,,2036-12-31,2100.0,,U.S.A. (MLS),Major League Soccer,2034-12-14,5.25,11,13,13,12,12,12,12,7,13,5,12,10,12,15,10,10,14,11,10,10,12,11,7,9,14,12,12,9,6,5,8,5,14,12,5,12,,-,-,Not set,- - -,0,0,U.S.A.,726.0,32.93976728268309,0.06023271731690623,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Lazar Mijović,31,72,Balanced,5061,0.55,2036-06-30,30000.0,5.25,Spain (First Division),Spanish First Division,2034-01-07,9.75,10,13,4,13,13,12,15,5,13,8,11,12,12,11,13,12,13,14,12,14,15,13,11,10,13,13,12,13,8,11,9,6,13,11,6,13,,6.90,2 (4),Not set,- - -,6,0,Spain,542.0,30.006160164271048,0.9938398357289527,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
