Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_DR Congo,Country_Denmark,Country_England,Country_Finland,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Tini Egmond,26,70,Fairly Professional,3465,4.9,2036-06-30,9250.0,1.9,Belgium (Jupiler Pro League),Jupiler Pro League,2034-04-12,1.5,8,12,16,13,11,12,13,11,9,11,13,16,12,6,11,15,7,13,14,10,12,12,5,8,2,15,7,7,3,9,6,6,16,15,6,5,,6.95,30,Not set,- - -,30,0,Belgium,542.0,25.266255989048595,0.7337440109514032,4.0,491.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kofi Amoako,29,73,Fairly Determined,3464,1.6949999999999998,2036-06-30,16500.0,2.1,Germany (Bundesliga 2),Bundesliga 2,2034-02-01,2.0,13,13,13,11,13,11,11,12,9,13,11,12,14,16,13,13,15,13,13,12,16,12,3,11,6,11,10,8,5,12,7,12,11,12,9,6,,8.30,1 (1),Not set,- - -,2,0,Germany,542.0,28.07460643394935,0.9253935660506503,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facundo Cruz,28,70,Fairly Professional,3463,2.85,2037-12-31,2100.0,0.75,Argentina (Premier Division),Argentine Premier Division,2034-07-15,0.775,15,13,7,13,12,16,11,5,13,9,13,14,13,9,12,12,7,12,11,11,12,9,7,8,10,16,9,11,2,8,7,12,12,14,1,9,,-,-,Not set,- - -,0,0,Argentina,1091.0,27.523613963039015,0.47638603696098564,4.0,490.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Giacomo Janssens,26,73,Balanced,3456,7.5,2037-06-30,14250.0,3.1,Belgium (Jupiler Pro League),Jupiler Pro League,2034-07-23,2.6,9,14,7,15,10,13,14,16,14,8,12,14,10,10,15,11,16,14,13,11,14,14,10,13,7,12,9,10,9,8,7,6,16,12,11,9,,6.87,5 (26),Not set,- - -,31,0,Belgium,907.0,25.54551676933607,0.4544832306639288,3.0,491.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Saïmon Bouabré,28,70,Fairly Determined,3450,4.8500000000000005,2035-06-30,58000.0,5.25,England (Premier Division),English Premier Division,2031-06-30,5.5,13,12,10,13,13,13,14,10,13,8,8,15,11,15,16,11,10,14,15,12,12,13,10,13,15,15,9,12,3,10,9,7,14,13,6,10,Wnt,6.84,2 (13),Not set,- - -,15,0,England,176.0,24.48186173853525,3.5181382614647503,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reda Belahyane,30,67,Fairly Professional,3449,5.6,2037-06-30,1900.0,,Portugal (Premier League),Portuguese Premier League,2032-01-11,1.5,10,13,9,12,12,13,12,11,14,15,12,13,12,14,12,11,6,12,13,12,12,14,10,11,6,13,6,9,5,12,6,12,14,13,7,10,,7.03,8,Not set,- - -,8,0,Portugal,907.0,27.01574264202601,2.9842573579739904,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Romelle Donovan,28,67,Resolute,3448,11.0,2036-06-30,20500.0,2.7,England (Sky Bet Championship),Sky Bet Championship,2033-07-30,2.9,8,11,12,13,10,12,14,6,12,7,11,11,13,15,15,15,8,13,16,12,15,15,5,12,8,11,9,12,6,8,6,9,12,14,6,9,Inj,7.07,23,Not set,- - -,23,0,England,542.0,26.56536618754278,1.434633812457221,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sérgio Rosa,26,69,Spirited,3440,6.8,2036-06-30,8000.0,5.5,France (Ligue 2 BKT),Ligue 2 BKT,2034-07-30,5.0,13,14,8,16,10,15,13,17,15,10,13,16,12,15,9,16,9,12,13,10,14,15,7,10,7,13,4,9,3,11,5,7,15,16,9,6,,6.57,6 (9),Not set,- - -,15,0,France,542.0,25.564681724845997,0.4353182751540041,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hugo Sotelo,31,73,Balanced,3433,,2037-06-30,5500.0,,Spain (Second Division),Spanish Second Division,2034-07-01,2.2,11,13,11,15,12,12,13,8,12,12,14,14,12,8,12,13,13,10,11,11,12,11,12,11,6,13,9,9,7,11,9,12,15,14,5,12,,6.92,9 (2),Not set,- - -,11,0,Spain,907.0,30.485284052019164,0.5147159479808351,3.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Javier Caballero,25,69,Balanced,3433,5.7,2037-06-30,9250.0,1.6,Portugal (Premier League),Portuguese Premier League,2033-07-19,2.7,9,14,14,11,12,16,8,15,8,13,9,12,11,13,13,17,9,14,14,13,12,13,3,7,2,10,9,11,5,12,4,13,12,14,3,5,,6.95,26,Not set,- - -,26,0,Portugal,907.0,23.535249828884325,1.4647501711156743,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pedro Henrique,28,70,Fairly Determined,3432,1.7,2036-12-31,5750.0,1.9,Brazil (First Division),Brazilian National First Division,2034-01-18,4.7,10,15,11,11,9,13,12,11,13,12,11,12,12,16,17,14,7,14,12,12,14,15,4,11,8,11,9,11,5,8,5,10,12,12,4,11,Lst,-,-,Listed,- - -,0,1,Brazil,726.0,27.0362765229295,0.9637234770704997,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
José Velázquez,22,64,Professional,3430,3.325,2038-12-31,1200.0,1.6,Argentina (Premier Division),Argentine Premier Division,2034-08-10,1.3,12,13,8,15,8,15,17,14,14,8,11,15,14,15,13,16,3,11,12,10,14,12,8,12,8,11,8,14,3,5,14,5,16,14,6,9,,-,-,Not set,- - -,0,0,Argentina,1456.0,21.59479808350445,0.405201916495551,4.0,490.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sondre Granaas,28,70,Resolute,3412,2.1550000000000002,2036-12-31,6250.0,0.75,Norway (Premier Division),Norwegian Premier Division,2034-01-13,0.75,9,14,9,15,12,13,13,12,14,13,12,17,12,16,14,13,5,12,12,9,14,12,11,10,5,13,8,6,6,9,5,9,13,14,9,9,Wnt,6.62,9 (24),Not set,- - -,33,0,Norway,726.0,27.02258726899384,0.9774127310061602,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stian André Kallhovd Hansen,20,72,Fairly Determined,3411,8.2,2038-06-30,11750.0,9.5,Portugal (Premier League),Portuguese Premier League,2033-09-01,7.25,16,11,15,11,10,12,9,9,10,13,15,12,16,15,12,16,13,13,16,13,13,13,9,11,9,11,6,10,7,12,6,13,13,16,8,8,,6.74,13 (12),Not set,- - -,25,0,Portugal,1272.0,18.65571526351814,1.3442847364818618,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Levi Smans,30,69,Balanced,3408,0.11599999999999999,2036-06-30,2400.0,0.11,Italy (Serie C/A),Italian Serie C/A,2034-05-23,0.525,11,13,13,13,9,12,13,2,13,11,13,12,14,13,12,11,7,12,12,11,12,10,11,9,15,12,7,7,4,7,9,8,13,12,10,7,,6.85,14,Not set,- - -,14,0,Italy,542.0,29.378507871321013,0.621492128678987,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alex Matos,30,69,Resolute,3406,1.155,2036-06-30,11750.0,5.25,Belgium (Jupiler Pro League),Jupiler Pro League,2033-01-27,7.5,15,13,11,11,10,13,11,11,12,13,14,10,17,15,14,12,6,16,15,13,13,16,5,9,8,10,8,8,1,12,4,12,11,10,7,9,,6.75,1 (10),Not set,- - -,11,0,Belgium,542.0,28.06160164271047,1.9383983572895278,4.0,491.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Íñigo Salinas,26,71,Fairly Professional,3401,7.3,2036-06-30,8250.0,3.8,Spain (Second Division),Spanish Second Division,2034-08-09,5.5,14,14,18,12,10,15,13,16,11,13,10,17,14,14,14,14,10,12,14,12,14,11,2,11,5,12,6,12,6,8,3,11,16,14,2,7,,6.96,21,Not set,- - -,21,0,Spain,542.0,25.592060232717316,0.4079397672826831,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Maximiliano Gimenez,26,72,Fairly Professional,3398,3.0999999999999996,2036-12-31,8250.0,3.6,Brazil (First Division),Brazilian National First Division,2034-01-31,2.9,10,12,10,14,7,13,16,13,14,4,14,15,11,12,14,17,13,14,13,13,14,13,8,10,8,14,8,10,4,6,4,2,15,15,1,6,,-,-,Not set,- - -,0,0,Brazil,726.0,25.071868583162217,0.9281314168377823,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gustavo Mauri,25,71,Fairly Professional,3398,5.65,2037-12-31,13250.0,0.675,Brazil (First Division),Brazilian National First Division,2034-12-20,0.6,13,17,12,14,11,14,16,7,13,12,10,14,11,10,13,11,13,13,15,11,14,13,8,12,10,10,8,12,3,12,13,8,15,16,5,9,,-,-,Not set,- - -,0,0,Brazil,1091.0,24.956194387405887,0.04380561259411362,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alex Alcalá,29,61,Fairly Determined,3398,4.55,2037-12-31,4800.0,0.55,U.S.A. (MLS),Major League Soccer,2034-06-23,0.7,7,12,4,13,9,15,16,5,12,11,13,15,11,15,14,13,2,14,8,7,13,12,10,14,12,15,9,6,2,9,13,9,13,14,9,11,,-,-,Not set,- - -,0,0,U.S.A.,1091.0,28.463381245722108,0.5366187542778919,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Muhammed Cham,34,71,Balanced,3397,0.024749999999999998,2035-06-30,5000.0,,Austria (First Division),Austrian First Division,2034-06-30,0.975,10,13,12,12,11,13,12,9,12,11,11,13,11,12,10,10,10,9,9,7,12,8,14,11,14,13,8,13,7,7,11,9,14,14,9,11,Ret,6.85,22,Not set,- - -,22,0,Austria,176.0,33.48254620123203,0.5174537987679672,3.0,417.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Darin Brivio,24,73,Fairly Professional,3394,8.8,2037-06-30,12750.0,0.8,England (Sky Bet Championship),Sky Bet Championship,2033-03-03,0.625,20,16,12,10,13,13,14,9,12,12,15,11,14,6,14,13,14,12,16,12,13,11,9,10,7,11,7,8,5,11,10,13,15,13,4,7,Wnt,6.86,26,Not set,- - -,26,0,England,907.0,22.157426420260094,1.842573579739904,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Angelo Talia,31,69,Balanced,3393,0.0,,,,Italy (Serie D Grp. B),Italian Serie D Grp. B,2029-11-08,0.725,9,11,10,9,10,11,7,10,10,10,12,12,10,11,9,10,5,8,8,8,9,9,4,8,5,11,6,11,3,5,4,5,10,9,5,6,Inj,7.11,24,Not set,- - -,24,0,Italy,,25.84188911704312,5.158110882956879,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Diogo Amor,26,71,Resolute,3381,3.4,2036-06-30,15750.0,1.4,Germany (Bundesliga 2),Bundesliga 2,2033-07-08,1.1,10,13,7,16,8,16,13,8,14,6,11,16,12,15,13,14,13,13,13,11,15,10,8,11,7,14,8,9,3,3,9,6,13,12,7,7,,6.67,2 (12),Not set,- - -,14,0,Germany,542.0,24.50513347022587,1.4948665297741273,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
İsak Vural,28,72,Resolute,3373,6.0,2036-06-30,9500.0,1.2,Netherlands (Eredivisie),Eredivisie,2033-07-01,0.95,13,13,13,15,9,10,15,8,12,9,10,14,9,15,13,10,14,13,12,11,12,13,10,12,11,13,9,11,6,7,10,5,13,14,9,10,,6.75,14 (6),Not set,- - -,20,0,Netherlands,542.0,26.48596851471595,1.514031485284052,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emir Derviskadic,30,68,Resolute,3366,1.045,2036-06-30,12500.0,1.2,Spain (Second Division),Spanish Second Division,2031-07-31,2.6,9,15,7,13,11,14,10,8,13,14,12,9,13,16,16,12,4,14,15,7,13,15,10,13,6,12,6,12,4,13,10,12,14,13,5,8,Ask,6.92,3 (7),Not set,- - -,10,0,Spain,542.0,26.566735112936346,3.433264887063655,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Carlos Cazorla,26,72,Perfectionist,3366,2.7375000000000003,2036-06-30,6250.0,0.22,Spain (Second Division),Spanish Second Division,2032-08-09,0.725,12,9,7,14,9,14,15,14,16,10,9,13,10,15,16,11,12,14,13,13,14,12,8,11,8,11,5,10,1,11,9,6,14,14,5,8,,6.67,16,Not set,- - -,16,0,Spain,542.0,23.593429158110883,2.406570841889117,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Andrés Godfrey,27,63,Fairly Determined,3365,1.155,2037-12-31,2300.0,,Argentina (Second Division),Argentine Second Division,2034-07-09,0.55,7,11,7,13,8,13,9,5,14,7,8,11,11,15,13,12,2,12,13,5,15,13,5,9,9,14,6,10,2,12,5,10,14,13,4,7,,-,-,Not set,- - -,0,0,Argentina,1091.0,26.50718685831622,0.4928131416837782,4.0,439.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Metehan Yılmaz,34,71,Balanced,3354,0.007,2035-06-30,850.0,,Türkiye (2. League Red Group),Turkish 2. League Red Group,2033-05-24,1.6,15,12,11,12,12,12,12,13,8,13,12,13,14,12,7,11,12,6,7,8,13,5,6,8,7,12,9,8,5,12,5,12,12,13,9,10,,6.94,19,Not set,- - -,19,0,Türkiye,176.0,32.38193018480493,1.6180698151950719,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Hernán Rodríguez,26,69,Spirited,3351,0.0,,,,Argentina,-,,0.75,9,14,6,14,8,12,15,12,12,7,8,14,6,14,13,17,8,12,11,9,14,11,6,9,11,11,6,9,3,4,3,5,16,14,10,6,Wnt,-,-,Not set,- - -,0,0,Argentina,,,,4.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Filippo Ramella,25,66,Fairly Ambitious,3347,4.2,2038-06-30,37500.0,2.0,Italy (Serie A),Italian Serie A,2034-07-16,1.5,17,13,8,13,12,13,9,8,14,8,17,15,12,14,12,17,6,12,13,12,14,13,7,13,8,11,15,15,6,9,5,9,15,13,11,12,,6.94,8 (9),Not set,- - -,17,0,Italy,1272.0,24.526351813826146,0.4736481861738535,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Reina,30,70,Balanced,3344,0.35750000000000004,2036-06-30,5750.0,,Spain (Spanish Federation 2 Gr 5),Spanish Federation Second Group 5,2034-07-16,0.525,10,12,9,12,8,12,13,11,13,10,10,14,10,10,13,11,6,12,12,9,14,12,11,10,8,12,7,11,4,8,5,6,13,12,4,8,,7.02,18,Not set,- - -,18,0,Spain,542.0,29.526351813826146,0.4736481861738535,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nicholas Engemann,22,70,Professional,3342,2.515,2038-06-30,17500.0,0.7,Germany (Bundesliga 2),Bundesliga 2,2034-07-09,0.55,10,14,16,10,15,12,13,11,10,13,12,14,13,14,15,10,11,15,13,13,18,11,7,9,10,9,9,10,1,13,6,15,13,10,3,9,,6.60,18,Not set,- - -,18,0,Germany,1272.0,21.50718685831622,0.4928131416837782,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manuel Martínez,28,72,Fairly Professional,3337,2.65,2036-06-30,1400.0,0.195,Portugal (Second League),Portuguese Second League,2032-01-19,0.55,12,14,8,12,7,13,6,12,8,12,9,16,8,7,12,11,12,13,8,9,8,15,2,6,6,16,7,11,1,10,5,12,14,15,5,4,Wnt,6.89,18,Not set,- - -,18,0,Portugal,542.0,25.037645448323065,2.9623545516769334,4.0,430.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zico Buurmeester,32,72,Balanced,3331,0.08299999999999999,2035-06-30,2800.0,0.105,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-08-29,0.675,5,12,6,13,10,14,13,6,13,7,12,14,12,14,11,12,12,10,11,10,13,10,5,10,6,12,5,11,4,7,9,5,12,13,9,7,,6.55,0 (12),Not set,- - -,12,0,Netherlands,176.0,30.647501711156742,1.352498288843258,3.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mohamed Kaba,33,73,Fairly Determined,3324,0.016,2035-06-30,39000.0,5.25,England (Sky Bet Championship),Sky Bet Championship,2033-05-30,10.0,13,13,14,13,14,12,11,10,12,13,12,12,13,15,12,13,13,11,13,14,16,13,8,11,11,14,12,12,3,12,8,13,13,14,7,11,Wnt,6.70,1 (5),Listed,- - -,6,1,England,176.0,31.39835728952772,1.6016427104722792,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Javi Serra,26,69,Fairly Ambitious,3321,2.6125000000000003,2036-12-31,3000.0,0.625,Norway (Premier Division),Norwegian Premier Division,2033-06-30,0.575,17,13,18,12,16,12,8,7,8,11,12,12,12,11,15,13,9,12,16,13,12,11,9,8,10,10,5,8,1,12,5,11,12,11,2,9,,6.77,33 (5),Not set,- - -,38,0,Norway,726.0,24.483230663928815,1.516769336071184,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hallace Leme,22,73,Fairly Determined,3320,34.5,2037-06-30,27500.0,5.0,England (Sky Bet League One),Sky Bet League One,2033-07-03,5.0,9,12,8,10,12,13,13,10,8,16,14,9,13,15,13,12,11,13,12,13,18,12,4,7,3,12,12,6,2,15,7,12,13,10,4,4,,6.90,28,Not set,- - -,28,0,England,907.0,20.491444216290212,1.5085557837097878,4.0,433.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unai Muñoz,26,72,Driven,3320,8.5,2036-06-30,67000.0,0.0,Spain (First Division),Spanish First Division,2033-01-23,1.3,5,12,7,17,10,14,15,11,14,9,12,15,12,19,13,14,15,13,12,13,16,14,9,13,8,14,6,10,5,8,10,6,12,16,9,11,,6.83,1 (8),Not set,- - -,9,0,Spain,542.0,24.050650239561943,1.949349760438056,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Enes Karakaş,31,67,Perfectionist,3317,0.495,2035-06-30,4500.0,0.925,Spain (Second Division),Spanish Second Division,2033-06-07,0.975,12,12,10,13,10,12,13,9,12,11,12,15,12,15,12,13,7,12,12,10,12,14,7,9,7,12,6,9,1,8,8,9,12,13,6,8,,6.85,6 (4),Not set,- - -,10,0,Spain,176.0,29.420260095824776,1.5797399041752225,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ciro Armoa,28,70,Balanced,3314,3.8,2037-12-31,5000.0,0.071,Argentina (Second Division),Argentine Second Division,2034-12-24,0.6,12,10,7,13,9,13,14,7,12,6,9,14,10,10,14,10,6,12,12,10,11,15,7,13,11,14,9,9,4,5,6,6,14,15,6,7,,-,-,Not set,- - -,0,0,Argentina,1091.0,27.967145790554415,0.03285420944558522,3.0,439.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bas Lopes,24,73,Resolute,3308,4.95,2037-06-30,15500.0,3.9,Belgium (Jupiler Pro League),Jupiler Pro League,2034-08-11,5.25,10,14,11,10,13,13,6,11,9,15,13,9,15,16,14,12,11,13,15,13,15,11,2,8,6,13,6,7,4,11,6,15,15,12,7,6,,6.92,10 (15),Not set,- - -,25,0,Belgium,907.0,23.59753593429158,0.4024640657084189,4.0,491.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wessel Kuhn,28,74,Fairly Determined,3306,2.6,2036-06-30,6500.0,3.8,Germany (Bundesliga 2),Bundesliga 2,2031-07-28,3.0,7,12,10,12,10,14,9,14,9,12,12,11,10,15,11,11,14,13,10,10,11,14,3,11,4,13,11,9,3,10,7,11,10,11,4,7,Wnt,6.80,4 (6),Listed,- - -,10,1,Germany,542.0,24.55852156057495,3.4414784394250515,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alex Holland-Wilkinson,26,71,Perfectionist,3304,9.0,2036-06-30,29000.0,8.25,England (Sky Bet Championship),Sky Bet Championship,2034-08-21,6.25,11,14,8,15,9,13,13,5,15,9,11,13,15,15,14,14,13,13,16,12,13,15,6,12,7,11,8,11,4,8,5,9,16,14,9,8,,6.50,0 (11),Not set,- - -,11,0,England,542.0,25.6249144421629,0.3750855578370979,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ishaq Abdulrazak,32,69,Balanced,3301,0.007,2035-06-30,65.0,,Nigeria (Second Division B1),Nigerian Second Division B1,2034-07-07,3.6,13,11,9,10,11,9,10,6,9,9,10,8,11,13,12,9,6,11,13,9,12,13,5,10,6,10,5,7,7,9,6,10,11,10,8,6,,7.48,26 (1),Not set,- - -,27,0,Nigeria,176.0,31.50171115674196,0.49828884325804246,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
