Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Argentina,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Denmark,Country_Ecuador,Country_England,Country_France,Country_Germany,Country_Greece,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Alex Luna,30,69,Fairly Loyal,3249,2.4875000000000003,2036-12-31,9250.0,,China (Super League),Chinese Super League,2034-08-01,2.9,7,12,9,13,10,12,12,9,13,6,12,13,10,12,13,9,6,12,12,9,16,12,10,12,12,12,7,11,3,4,9,5,13,13,10,12,,7.34,13 (1),Not set,- - -,14,0,China,726.0,29.57015742642026,0.42984257357973993,3.0,460.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ewan Simpson,28,73,Fairly Professional,3237,7.8,2036-06-30,18750.0,1.3,England (Sky Bet Championship),Sky Bet Championship,2032-05-15,1.4,14,14,9,14,9,15,14,10,16,9,11,15,12,11,13,11,14,12,10,11,12,11,9,13,10,15,6,13,4,8,6,8,14,15,4,7,Wnt,6.64,5 (2),By request,- - -,7,1,England,542.0,25.357973990417523,2.642026009582478,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Roberto Colombo,24,69,Perfectionist,3233,1.3199999999999998,2037-06-30,24500.0,2.9,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-06-30,2.9,8,13,10,13,10,16,20,10,14,9,11,11,13,15,15,13,5,11,13,12,13,11,8,14,12,13,11,13,6,8,9,5,16,14,9,8,,6.60,0 (1),Not set,- - -,1,0,France,907.0,21.4839151266256,2.516084873374401,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aljoša Vasić,32,74,Fairly Determined,3233,0.1925,2035-12-31,1500.0,,Norway (Premier Division),Norwegian Premier Division,2033-10-05,1.9,11,12,9,12,11,12,11,6,13,9,13,12,10,15,11,11,13,9,10,7,12,11,7,11,10,12,9,11,6,11,5,6,13,12,7,11,,6.57,0 (6),Not set,- - -,6,0,Norway,360.0,30.748802190280628,1.2511978097193703,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kyliane Dong,30,70,Fairly Determined,3226,0.99,2036-06-30,6500.0,0.825,Belgium (Jupiler Pro League),Jupiler Pro League,2034-08-12,1.5,10,12,11,11,9,12,12,8,10,9,10,11,11,15,15,10,7,13,12,9,14,13,8,12,11,12,7,11,5,5,9,6,12,11,9,12,,6.84,0 (11),Not set,- - -,11,0,Belgium,542.0,29.600273785078713,0.3997262149212868,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adam Ågren,22,69,Determined,3217,0.88,2036-11-30,2900.0,1.2,Sweden (Premier Division),Swedish Premier Division,2033-03-28,0.9,10,10,7,9,9,12,12,11,13,7,13,12,10,19,18,12,5,14,12,10,11,15,5,10,7,9,8,10,6,3,1,6,13,13,3,10,Wnt,-,-,Not set,- - -,0,0,Sweden,695.0,20.2258726899384,1.7741273100616017,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Jakob Eisfeld,26,67,Fairly Determined,3205,4.6,2037-06-30,25500.0,3.1,Spain (First Division),Spanish First Division,2033-07-16,2.5,15,12,11,13,8,13,15,10,13,7,10,17,12,15,15,14,3,13,13,10,11,11,6,12,8,12,7,10,3,7,9,5,15,14,3,9,Wnt,6.55,0 (4),Listed,- - -,4,1,Spain,907.0,24.527036276522928,1.4729637234770705,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Joan Cruz,31,69,Balanced,3203,0.6875,2035-12-31,2100.0,0.275,Chile (First Division),Chilean First Division,2031-10-01,0.575,8,14,8,12,8,13,16,9,13,5,9,16,7,7,11,8,5,10,9,7,13,11,3,12,8,14,6,14,2,5,3,4,14,14,3,9,Inj,-,-,Not set,- - -,0,0,Chile,360.0,27.736481861738536,3.263518138261465,3.0,466.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gonzalo Vega,27,68,Fairly Determined,3198,0.0,,,,Argentina,-,,1.0,11,11,6,12,13,10,15,12,13,8,9,12,10,15,15,12,5,15,12,10,13,16,8,13,13,12,10,10,4,1,4,2,14,7,5,7,Wnt,-,-,Not set,- - -,0,0,Argentina,,,,4.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michał Zieliński,21,70,Fairly Professional,3197,6.3,2039-06-30,41000.0,4.4,Germany (Bundesliga),Bundesliga,2035-01-02,3.3,18,12,8,13,7,13,15,7,13,11,12,14,15,14,13,12,6,11,14,10,18,12,7,11,12,15,8,9,5,6,9,7,16,17,6,7,,6.43,1 (3),Not set,- - -,4,0,Germany,1637.0,20.991786447638603,0.008213552361396304,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Robin Berrenberg,24,67,Unambitious,3172,1.6975,2037-06-30,10000.0,0.5,Germany (Bundesliga 2),Bundesliga 2,2034-07-21,0.825,12,9,18,12,8,12,13,6,13,7,12,12,10,14,15,14,2,14,12,10,17,11,8,14,8,13,8,7,5,6,7,7,13,12,6,7,,6.97,20,Not set,- - -,20,0,Germany,907.0,23.540041067761805,0.459958932238193,2.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pierre Dwomoh,30,74,Fairly Determined,3165,0.575,2035-12-31,4000.0,,Norway (First Division),Norwegian First Division,2033-07-21,1.7,15,12,14,13,10,10,14,8,12,5,8,10,11,15,13,9,15,12,11,10,13,12,6,12,9,14,10,8,5,6,6,5,14,13,5,10,Wnt,6.85,31,Not set,- - -,31,0,Norway,360.0,28.54072553045859,1.45927446954141,4.0,441.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christophe Poulain,26,70,Balanced,3164,0.325,2035-06-30,675.0,,Belgium (First National Amateur),Belgian First National Amateur Division,2034-08-02,0.85,18,10,10,11,5,11,13,16,12,7,12,11,6,14,11,13,4,11,9,8,10,12,8,10,5,12,3,8,3,4,6,4,14,12,4,5,Lst,7.00,21,Listed,- - -,21,1,Belgium,176.0,25.572895277207394,0.4271047227926078,3.0,370.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matteo Renzulli,31,71,Fairly Ambitious,3154,0.305,2035-12-31,11500.0,,Norway (Premier Division),Norwegian Premier Division,2033-07-21,2.3,12,12,14,15,20,11,8,7,11,8,14,10,12,9,13,10,8,15,15,7,13,15,8,11,10,12,6,8,5,6,8,4,12,11,7,8,,6.86,6 (14),Not set,- - -,20,0,Norway,360.0,29.54072553045859,1.45927446954141,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marco Pedersen,21,69,Realist,3150,1.7125,2037-06-30,43500.0,3.0,Portugal (Premier League),Portuguese Premier League,2033-01-16,2.3,17,12,9,13,9,12,16,10,13,7,12,12,8,11,12,12,10,13,12,9,12,11,11,14,15,13,10,12,4,4,14,4,16,13,13,11,Loa,-,0 (2),Not set,- - -,2,0,Portugal,907.0,19.031485284052017,1.9685147159479808,2.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mike Bachstein,26,67,Spirited,3144,3.7,2036-06-30,13750.0,1.6,Germany (Bundesliga 2),Bundesliga 2,2034-09-01,1.2,17,16,12,14,10,13,14,15,12,8,18,13,16,15,14,13,11,11,16,12,11,11,7,13,7,13,9,10,2,10,8,7,14,13,7,5,,6.70,0 (9),Not set,- - -,9,0,Germany,542.0,25.655030800821354,0.34496919917864477,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Juan Manuel Eslava,24,69,Resolute,3136,8.6,2036-06-30,7000.0,,England (Sky Bet League One),Sky Bet League One,2034-08-01,0.95,11,12,10,14,9,13,16,6,12,8,14,15,9,15,13,15,3,11,12,8,13,11,6,10,10,17,6,6,1,7,8,6,16,10,7,6,ESC,6.73,9 (7),Not set,- - -,16,0,England,542.0,23.57015742642026,0.42984257357973993,4.0,433.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Louk Alblas,26,71,Determined,3129,5.45,2039-06-30,9250.0,3.2,Portugal (Premier League),Portuguese Premier League,2034-12-16,2.4,10,14,8,15,11,14,15,7,13,9,10,14,7,19,14,13,12,12,12,11,16,13,8,14,10,11,10,11,2,7,12,5,14,16,5,8,,7.09,10 (5),Not set,- - -,15,0,Portugal,1637.0,25.94524298425736,0.05475701574264202,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pieter Rouvrois,24,75,Resilient,3119,0.8875,2037-06-30,2900.0,0.8,Belgium (Jupiler Pro League),Jupiler Pro League,2034-09-14,0.675,7,12,10,13,9,12,15,7,12,8,12,13,11,15,13,12,15,12,12,11,15,11,7,12,9,12,7,8,3,9,5,6,14,12,9,8,,6.79,9 (4),Not set,- - -,13,0,Belgium,907.0,23.690622861054074,0.30937713894592744,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vincent De Neve,21,70,Fairly Professional,3106,2.9499999999999997,2038-06-30,8500.0,4.1,Netherlands (Eredivisie),Eredivisie,2034-09-01,2.8,12,15,13,13,11,15,14,10,13,9,12,13,13,12,13,12,8,12,12,11,16,12,5,7,11,16,7,9,3,9,3,8,13,13,14,5,Loa,6.75,1 (1),Not set,- - -,2,0,Netherlands,1272.0,20.655030800821354,0.34496919917864477,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jedaías,27,69,Fairly Determined,3106,1.7049999999999998,2037-12-31,9000.0,2.1,Brazil (First Division),Brazilian National First Division,2034-09-02,2.2,11,14,8,14,9,13,17,9,13,7,14,12,12,15,15,16,8,12,12,10,17,12,7,14,12,13,12,13,2,7,9,7,12,15,8,10,,-,-,Not set,- - -,0,0,Brazil,1091.0,26.65776865160849,0.34223134839151265,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel Bretas,26,67,Resolute,3104,0.7150000000000001,2035-12-31,5000.0,0.775,Brazil (Second Division),Brazilian National Second Division,2034-01-17,0.6,7,9,12,14,8,14,14,9,13,7,12,15,8,15,14,12,4,15,12,10,16,12,9,12,7,16,11,7,1,4,4,4,16,14,4,7,,-,-,Not set,- - -,0,0,Brazil,360.0,25.033538672142367,0.9664613278576317,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pedro Pinheiro,26,71,Spirited,3102,1.2100000000000002,2036-06-30,12750.0,0.825,Italy (Serie A),Italian Serie A,2031-07-27,1.1,18,9,12,10,10,12,14,8,12,8,14,9,13,15,13,16,12,14,16,10,11,16,5,10,12,11,7,6,1,9,2,12,14,13,6,9,Trn,6.65,2 (5),Not set,- - -,7,0,Italy,542.0,22.555783709787818,3.4442162902121836,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Riccardo Fogliata,30,72,Resolute,3095,5.3,2037-06-30,3900.0,,U.A.E. (Pro League),UAE Professional League,2034-07-01,1.7,13,14,11,12,14,12,11,10,12,13,12,12,12,15,13,11,13,12,15,12,13,12,10,9,9,12,10,9,7,10,8,12,13,12,9,10,,7.30,25,Not set,- - -,25,0,U.A.E.,907.0,29.485284052019164,0.5147159479808351,4.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Lucas Centonze,25,72,Fairly Determined,3092,0.6,2037-06-30,14750.0,0.25,Belgium (Jupiler Pro League),Jupiler Pro League,2034-01-31,2.9,9,9,8,13,6,11,13,7,15,8,10,11,13,16,15,15,13,13,14,10,14,16,6,11,7,9,5,11,2,7,7,2,14,11,2,8,Lst,-,-,Listed,- - -,0,1,Belgium,907.0,24.071868583162217,0.9281314168377823,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Johann Zetzmann,24,72,Fairly Professional,3044,2.05,2036-06-30,7500.0,0.8,Germany (Bundesliga 2),Bundesliga 2,2033-07-18,0.65,6,11,12,12,10,13,14,4,13,9,12,17,15,11,13,12,14,13,15,13,8,12,6,12,8,11,11,11,3,8,1,9,15,15,8,10,,6.93,10,Not set,- - -,10,0,Germany,542.0,22.532511978097194,1.4674880219028064,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
George Peake,26,69,Determined,3042,0.9349999999999999,2035-06-30,14500.0,1.9,England (Sky Bet Championship),Sky Bet Championship,2032-08-08,3.9,12,9,13,9,8,9,14,15,14,6,10,9,15,20,15,13,9,14,14,9,16,14,8,13,12,11,7,8,3,5,10,5,15,12,6,13,,6.83,3 (17),Not set,- - -,20,0,England,176.0,23.590691307323752,2.409308692676249,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matthew Apter,29,71,Fairly Professional,3030,13.0,2036-06-30,22500.0,1.3,England (Sky Bet Championship),Sky Bet Championship,2034-06-10,5.5,15,11,9,13,7,14,15,13,13,7,12,15,12,9,13,13,12,11,11,10,12,12,8,10,6,15,10,9,2,7,6,8,14,13,6,8,Lst,6.54,0 (6),Listed,- - -,6,1,England,542.0,28.42778918548939,0.5722108145106092,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maximilian Peters,23,73,Fairly Professional,3030,5.8,2036-06-30,9000.0,4.3,England (Premier Division),English Premier Division,2032-08-26,3.1,11,14,14,16,6,15,16,14,13,10,12,14,10,13,15,14,15,11,13,13,12,12,6,10,14,16,8,12,1,5,7,7,16,11,5,6,Wnt,7.10,0 (3),Not set,- - -,3,0,England,542.0,20.639972621492127,2.3600273785078714,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mathis Suray,33,67,Balanced,3022,0.0,2035-06-30,1600.0,,Portugal (Lower Regional Divisions),Portuguese Lower Regional Divisions,2033-05-24,0.65,8,15,12,12,12,11,10,14,10,6,11,12,12,7,10,8,3,10,8,5,12,11,5,7,12,10,4,10,6,4,10,3,11,12,4,9,Ret,7.42,18,Listed,- - -,18,1,Portugal,176.0,31.38193018480493,1.6180698151950719,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julian Oerip,28,70,Fairly Determined,3011,0.75,2036-06-30,1700.0,0.099,Italy (Serie B),Italian Serie B,2033-08-21,0.625,9,14,9,15,6,15,12,7,14,9,10,15,12,15,10,11,11,9,12,10,14,10,8,14,9,16,10,13,3,6,6,7,13,12,6,6,Inj,6.84,2 (15),Not set,- - -,17,0,Italy,542.0,26.625598904859686,1.374401095140315,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rosario Noce,26,69,Driven,3004,0.88,2036-06-30,900.0,,Italy (Serie D Grp. H),Italian Serie D Grp. H,2034-11-08,1.4,12,8,7,10,6,11,11,14,11,5,13,11,9,18,10,13,5,11,10,9,13,11,8,8,10,10,4,11,1,4,4,6,11,11,8,4,,6.83,12,Not set,- - -,12,0,Italy,542.0,25.84120465434634,0.15879534565366188,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julen Iturrino,24,71,Ambitious,2995,2.05,2036-06-30,14750.0,0.7,Italy (Serie C/A),Italian Serie C/A,2034-08-09,0.525,12,12,13,15,7,16,15,5,13,9,10,16,11,15,13,15,13,11,12,11,7,10,6,11,6,12,6,8,8,7,10,7,16,11,7,7,Loa,6.70,4,Not set,- - -,4,0,Italy,542.0,23.592060232717316,0.4079397672826831,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Giuliano Muñoz,22,75,Spirited,2975,1.3199999999999998,2036-12-31,10250.0,3.5,Brazil (First Division),Brazilian National First Division,2032-07-25,2.8,7,13,9,13,10,12,15,7,14,10,10,17,13,15,16,18,14,15,13,14,18,13,9,12,13,13,7,12,4,6,14,8,15,14,6,9,,-,-,Not set,- - -,0,0,Brazil,726.0,19.5523613963039,2.4476386036960984,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Felice D'Amico,34,69,Resolute,2972,0.0,,,,Italy (Eccellenza Campania A),Italian Eccellenza Campania Grp.A,2029-11-09,0.7,11,10,10,10,5,9,16,8,10,3,8,10,6,15,9,8,5,9,8,5,10,8,12,10,8,11,5,11,3,3,12,3,12,10,12,9,Ctr,6.97,18 (1),Not set,- - -,19,0,Italy,,28.84462696783025,5.155373032169747,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Uwe Layer,22,70,Fairly Professional,2966,4.5,2037-06-30,13250.0,1.9,Netherlands (Eredivisie),Eredivisie,2033-01-31,1.5,15,11,11,13,6,13,8,6,12,7,13,12,10,14,11,13,8,11,14,10,12,14,5,13,8,16,7,9,6,5,4,4,16,13,6,10,Loa,6.82,5 (13),Not set,- - -,18,0,Netherlands,907.0,20.072553045859,1.9274469541409993,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Even Moen Foss,25,68,Fairly Professional,2960,2.05,2036-12-31,1400.0,0.85,Norway (Premier Division),Norwegian Premier Division,2034-08-07,0.675,8,13,15,13,10,13,19,9,16,7,10,15,13,13,15,10,4,10,12,7,16,12,7,14,9,16,4,9,3,4,9,3,16,13,8,6,,6.58,1 (9),Not set,- - -,10,0,Norway,726.0,24.586584531143053,0.4134154688569473,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mateo Aguiar,27,65,Fairly Professional,2959,0.26,2035-12-31,8250.0,,Argentina (Premier Division),Argentine Premier Division,2032-10-28,0.55,13,13,9,9,10,11,13,13,12,6,9,10,13,9,15,12,2,13,11,9,15,14,9,13,9,13,8,10,8,6,9,7,13,12,3,12,,-,-,Not set,- - -,0,0,Argentina,360.0,24.812457221081452,2.187542778918549,4.0,490.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anthony Mancini,33,71,Balanced,2947,0.0045000000000000005,2035-06-30,1300.0,,France (National),French National,2034-07-09,1.0,7,10,9,13,11,12,13,8,8,9,9,12,10,10,9,11,11,10,11,5,10,9,8,10,11,10,10,11,1,5,3,5,8,12,3,9,,7.13,5 (1),Not set,- - -,6,0,France,176.0,32.507186858316224,0.4928131416837782,3.0,378.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Owen Davies,26,67,Mercenary,2937,2.25,2035-06-30,7250.0,2.1,England (Sky Bet League One),Sky Bet League One,2033-07-05,1.8,15,10,7,17,10,8,13,8,13,5,9,13,9,14,15,16,6,11,12,12,14,13,5,15,11,14,10,7,1,5,5,4,14,11,6,7,,6.79,31,Not set,- - -,31,0,England,176.0,24.496919917864478,1.5030800821355237,2.0,433.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leon Lalić,28,75,Fairly Determined,2933,0.1025,2035-06-30,1100.0,,Austria (Regional League Central),Austrian Regional League Central,2034-05-20,3.5,12,11,6,8,7,12,13,3,12,4,9,13,9,15,9,8,14,11,10,7,15,11,10,7,12,12,5,13,3,5,3,7,13,12,3,3,,7.31,29,Not set,- - -,29,0,Austria,176.0,27.370294318959616,0.6297056810403833,4.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pietro Candelari,29,70,Fairly Professional,2932,0.0,,,,Italy,-,,0.775,9,13,9,11,12,9,8,7,11,11,12,12,13,9,11,12,12,12,11,12,12,11,3,10,12,11,9,9,8,10,4,10,12,12,7,5,Wnt,-,-,Not set,- - -,0,0,Italy,,,,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jhan Vergara Berrio,26,73,Balanced,2931,0.75,2036-06-30,16000.0,2.5,Italy (Serie A),Italian Serie A,2032-06-01,0.525,9,13,6,12,6,13,19,5,13,8,8,14,9,13,16,15,14,13,14,11,12,10,8,11,7,12,6,13,1,5,12,5,14,12,6,9,nEU,6.81,1 (12),Listed,- - -,13,1,Italy,542.0,23.404517453798768,2.595482546201232,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
David Hidalgo,22,69,Fickle,2930,5.8,2037-06-30,53000.0,7.75,France,-,2033-08-02,13.25,15,11,10,12,9,11,15,11,12,6,14,13,11,14,17,15,5,15,10,10,9,12,7,9,12,12,7,9,5,4,5,6,15,14,4,12,,7.09,11,Not set,- - -,11,0,France,907.0,20.573579739904176,1.4264202600958247,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Samuele Vignato,30,68,Fairly Professional,2928,0.11,2036-06-30,7750.0,0.135,Germany (Bundesliga 2),Bundesliga 2,2034-07-22,0.875,7,9,11,13,12,11,15,10,13,8,12,11,11,12,15,12,6,14,11,8,12,14,9,13,11,11,7,10,4,4,6,9,13,12,11,10,,6.82,17,Not set,- - -,17,0,Germany,542.0,29.54277891854894,0.45722108145106094,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Samba Kerdidi,23,67,Light-Hearted,2924,0.7150000000000001,2035-06-30,18000.0,3.7,England (Sky Bet Championship),Sky Bet Championship,2031-09-01,3.3,11,13,16,13,7,15,16,8,13,9,12,11,15,15,13,16,7,12,15,13,13,16,8,12,10,15,6,8,1,7,8,10,15,14,6,7,Wnt,6.77,25 (1),Not set,- - -,26,0,England,176.0,19.654346338124572,3.345653661875428,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yağız Hastürk,24,72,Perfectionist,2921,0.495,2037-06-30,9500.0,0.725,Türkiye (Super League),Turkish Super League,2033-06-17,0.8,7,12,7,12,7,14,13,8,13,5,9,14,8,15,13,16,13,12,14,13,15,14,5,11,9,10,5,7,3,3,7,4,12,13,4,4,,6.90,5 (8),Not set,- - -,13,0,Türkiye,907.0,22.4476386036961,1.5523613963039014,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
