Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_China,Country_Colombia,Country_Cyprus,Country_Czechia,Country_DR Congo,Country_England,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Honduras,Country_Hungary,Country_Italy,Country_Ivory Coast,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Ignacio Gutiérrez,32,65,Balanced,3643,0.88,2036-12-31,6250.0,2.9,Argentina (Premier Division),Argentine Premier Division,2032-12-07,3.7,15,14,10,12,11,15,6,3,9,13,13,11,14,5,12,12,3,10,13,11,12,10,6,9,9,12,8,9,3,13,4,12,11,11,6,6,,-,-,Not set,- - -,0,0,Argentina,726.0,29.921971252566735,2.078028747433265,3.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eivind Helland,29,73,Fairly Determined,3636,5.45,2037-06-30,19500.0,1.6,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-06-10,4.0,10,15,13,12,13,13,6,14,10,16,10,11,11,15,13,12,14,14,13,11,8,10,6,9,3,11,13,10,6,13,8,16,13,13,1,8,,6.68,9,Not set,- - -,9,0,France,907.0,28.42778918548939,0.5722108145106092,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matte Smets,31,72,Fairly Ambitious,3636,3.95,2036-06-30,10000.0,2.3,Netherlands (Eredivisie),Eredivisie,2031-07-18,1.9,14,13,12,11,14,11,6,10,10,13,13,12,13,12,12,10,14,13,11,10,13,13,6,10,8,10,13,11,7,13,9,12,10,11,6,8,,6.68,17 (1),Not set,- - -,18,0,Netherlands,542.0,27.531143052703626,3.468856947296372,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jorge Hernández,26,68,Fairly Professional,3630,0.99,2035-12-31,9500.0,0.85,Colombia (First Division),Colombian First Division,2034-04-11,0.675,10,16,12,14,13,11,12,6,12,11,11,14,12,14,12,16,6,12,12,12,13,13,1,7,5,15,8,9,1,7,1,7,16,13,6,2,Opt,7.00,46 (7),Not set,- - -,53,0,Colombia,360.0,25.263518138261464,0.7364818617385352,4.0,469.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mithat Pala,34,68,Resolute,3620,0.77,2036-06-30,3900.0,,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-07-01,0.775,15,13,15,12,15,12,11,8,11,13,12,11,14,16,13,11,6,10,13,6,15,11,6,10,7,12,8,7,4,12,6,14,12,12,8,10,Wnt,6.96,18,Not set,- - -,18,0,Netherlands,542.0,32.48596851471595,1.514031485284052,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elielson Caproni,25,75,Fairly Determined,3617,3.4250000000000003,2036-12-31,32000.0,15.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-03-03,13.25,8,12,11,9,15,13,8,12,10,12,16,8,13,15,13,13,18,14,13,13,17,14,2,5,4,9,11,6,2,14,5,12,7,10,4,4,,6.66,14,Not set,- - -,14,0,France,726.0,23.157426420260094,1.842573579739904,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ezequiel Aguilar,22,74,Resolute,3617,2.3875,2038-12-31,14250.0,0.95,Argentina (Premier Division),Argentine Premier Division,2034-08-10,1.9,7,12,6,12,8,15,12,6,14,12,12,12,14,15,13,16,14,14,13,13,16,13,4,9,6,13,7,9,3,8,2,7,17,14,6,7,,-,-,Not set,- - -,0,0,Argentina,1456.0,21.59479808350445,0.405201916495551,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kamiel Van De Perre,30,71,Fairly Determined,3614,1.265,2038-06-30,9000.0,2.2,Belgium (Challenger Pro League),Belgian Challenger Pro League,2034-02-01,2.4,15,13,14,12,14,13,11,13,12,12,13,13,12,15,12,9,12,13,12,10,15,12,6,10,7,11,9,8,4,12,7,13,13,14,5,6,Wnt,7.11,16,Not set,- - -,16,0,Belgium,1272.0,29.07460643394935,0.9253935660506503,4.0,413.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Furkan Subaşı,26,72,Resolute,3612,0.99,2037-06-30,4500.0,1.4,Türkiye (1. League),Turkish 1. League,2033-07-08,1.4,12,14,10,14,9,13,10,9,10,11,12,11,13,15,12,16,15,11,13,12,16,12,1,9,1,14,11,8,1,11,6,13,16,14,8,2,,6.82,10 (8),Not set,- - -,18,0,Türkiye,907.0,24.50513347022587,1.4948665297741273,4.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Enok Naustdal,29,68,Fairly Professional,3610,2.2,2037-06-30,17750.0,,Spain (First Division),Spanish First Division,2033-07-27,0.575,10,15,11,15,11,14,13,9,12,15,11,14,11,13,12,9,3,11,13,7,12,12,10,8,6,13,4,9,3,12,10,7,15,14,8,10,,6.71,4 (12),Not set,- - -,16,0,Spain,907.0,27.55715263518138,1.4428473648186173,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mateo Tanlongo,31,72,Fairly Determined,3610,3.45,2036-06-30,21000.0,8.5,Belgium (Jupiler Pro League),Jupiler Pro League,2034-04-08,8.5,15,12,14,10,13,12,11,13,12,14,13,14,12,15,12,13,14,12,13,13,14,13,11,10,8,13,9,11,7,12,8,12,13,14,8,9,,6.72,6 (16),Not set,- - -,22,0,Belgium,542.0,30.255304585900067,0.7446954140999316,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sebastian Allen,25,73,Perfectionist,3608,5.45,2037-12-31,13500.0,3.1,U.S.A. (MLS),Major League Soccer,2033-08-03,5.5,6,13,9,12,11,15,16,5,10,13,12,14,12,15,13,14,15,13,14,12,17,13,7,10,10,14,9,9,4,10,13,13,15,12,6,5,,-,-,Not set,- - -,0,0,U.S.A.,1091.0,23.576317590691307,1.4236824093086926,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Johan Caicedo,30,71,Fairly Professional,3607,6.15,2036-06-30,30500.0,,Germany (Bundesliga 2),Bundesliga 2,2034-01-24,2.3,10,14,12,12,13,12,13,8,13,11,10,13,11,8,13,12,12,13,13,13,13,12,10,10,8,12,10,15,6,13,9,12,13,12,9,7,,7.00,16,Not set,- - -,16,0,Germany,542.0,29.052703627652292,0.947296372347707,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alberto Quintana,33,73,Fairly Professional,3599,0.075,2035-06-30,14750.0,0.525,Italy (Serie B),Italian Serie B,2032-10-05,0.725,13,13,11,13,10,16,9,5,10,12,13,14,11,12,9,9,14,12,8,8,12,9,8,9,7,12,12,9,1,13,8,12,12,12,9,8,Lst,-,-,Listed,- - -,0,1,Italy,176.0,30.749486652977414,2.2505133470225873,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Noah Diliberto,33,69,Balanced,3597,0.011,2035-06-30,3700.0,,Türkiye (Super League),Turkish Super League,2034-07-26,1.5,14,13,10,9,12,13,7,9,12,13,12,11,14,10,11,12,7,13,10,7,14,13,9,9,12,14,9,10,9,12,10,12,14,12,4,9,,6.47,0 (6),Not set,- - -,6,0,Türkiye,176.0,32.553730321697465,0.4462696783025325,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Matías Gómez,29,69,Balanced,3589,5.5,2036-12-31,11250.0,2.3,Argentina (Premier Division),Argentine Premier Division,2031-12-16,1.8,5,15,10,14,11,15,8,9,10,15,10,15,11,13,15,8,7,15,9,10,15,14,8,8,4,15,2,6,5,14,8,12,15,13,4,13,,-,-,Not set,- - -,0,0,Argentina,726.0,25.944558521560573,3.055441478439425,3.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mateo Seoane,30,70,Balanced,3585,1.805,2036-12-31,3200.0,0.065,Argentina (Second Division),Argentine Second Division,2034-04-01,1.7,12,13,13,12,10,10,12,9,11,12,12,12,13,11,13,13,8,12,14,12,12,13,6,10,6,12,8,11,7,12,8,12,12,12,6,8,,-,-,Not set,- - -,0,0,Argentina,726.0,29.236139630390145,0.7638603696098563,3.0,439.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Francesco Saracino,24,72,Resolute,3579,3.475,2038-06-30,6500.0,,Portugal (Premier League),Portuguese Premier League,2034-07-01,0.575,10,13,17,13,11,13,9,8,8,13,9,13,12,15,14,15,15,14,14,14,10,13,6,8,6,13,6,11,5,9,10,13,15,13,4,7,,6.70,17,Not set,- - -,17,0,Portugal,1272.0,23.485284052019164,0.5147159479808351,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Lucas Camilo,28,70,Fairly Determined,3579,0.77,2035-12-31,8000.0,1.9,Brazil (First Division),Brazilian National First Division,2034-01-24,2.1,10,13,11,14,11,13,12,13,13,13,14,13,12,15,13,12,8,14,11,12,14,14,8,12,7,13,9,12,7,13,8,10,12,13,6,8,,-,-,Not set,- - -,0,0,Brazil,360.0,27.052703627652292,0.947296372347707,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lewis Schouten,30,75,Balanced,3575,7.4,2036-06-30,40000.0,7.75,England (Sky Bet Championship),Sky Bet Championship,2033-09-11,17.0,12,12,13,13,12,12,12,10,11,12,14,14,14,12,12,12,14,12,13,11,12,11,7,8,7,12,9,11,5,11,9,12,11,11,10,6,Wnt,6.77,6 (11),Listed,- - -,17,1,England,542.0,28.68309377138946,1.3169062286105406,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fábio Sirangelo,21,70,Resolute,3572,2.3,2038-12-31,12750.0,1.6,Brazil (Second Division),Brazilian National Second Division,2034-07-18,3.6,7,12,18,13,9,14,10,12,11,12,12,16,8,15,13,14,7,13,11,9,12,13,2,8,6,12,7,11,2,11,5,12,14,11,3,6,,-,-,Not set,- - -,0,0,Brazil,1456.0,20.531827515400412,0.4681724845995893,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julián Ceballos,24,69,Perfectionist,3563,3.225,2037-06-30,8000.0,1.0,Germany (Bundesliga),Bundesliga,2032-07-14,0.625,11,11,12,11,12,14,10,4,11,9,11,16,8,16,14,14,7,13,14,13,18,14,5,8,5,16,6,12,1,11,9,12,15,16,6,6,,6.82,17,Not set,- - -,17,0,Germany,907.0,21.522245037645447,2.4777549623545516,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lieu Tien Anh,25,71,Resolute,3562,4.45,2037-06-30,18250.0,1.7,Belgium (Jupiler Pro League),Jupiler Pro League,2033-09-06,3.9,13,16,7,17,12,16,10,13,10,13,12,12,8,15,15,13,12,15,12,12,14,13,5,9,2,13,8,8,4,10,4,11,13,15,3,8,Int,6.51,8 (19),Not set,- - -,27,0,Belgium,907.0,23.6694045174538,1.3305954825462012,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nando Garofalo,26,69,Resolute,3553,1.155,2037-06-30,14000.0,1.7,Germany (Bundesliga 2),Bundesliga 2,2033-08-19,1.7,17,12,12,11,16,15,7,7,10,14,12,15,13,15,13,17,9,14,16,16,16,12,5,6,5,8,9,9,1,13,6,9,12,11,8,8,Wnt,7.03,19,Not set,- - -,19,0,Germany,907.0,24.62012320328542,1.379876796714579,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nnamdi Ofoborh,35,72,Fairly Determined,3551,0.009,2035-06-30,3600.0,0.675,Nigeria (Premier League),Nigerian Premier League,2033-02-05,1.6,12,11,13,10,11,11,7,7,12,13,13,10,14,15,9,8,11,8,11,11,15,8,6,7,9,12,11,11,3,12,6,13,10,14,8,8,Ret,7.22,22,Not set,- - -,22,0,Nigeria,176.0,33.08624229979466,1.9137577002053388,4.0,396.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Archibald Sauren,24,70,Resolute,3542,3.1125,2038-06-30,26500.0,1.0,Spain (First Division),Spanish First Division,2034-07-10,1.6,17,14,7,16,11,15,12,10,10,14,11,14,12,15,12,13,10,11,14,13,14,10,6,7,4,13,7,8,3,13,5,10,16,14,4,5,,6.64,2 (16),Not set,- - -,18,0,Spain,1272.0,23.509924709103355,0.49007529089664614,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Isak Brekke Sjøblom,27,75,Perfectionist,3538,5.45,2035-06-30,23500.0,3.8,England (Sky Bet Championship),Sky Bet Championship,2033-07-11,4.9,8,13,12,12,12,13,9,14,10,13,12,13,12,14,10,13,16,12,13,13,13,10,4,9,4,11,11,12,11,13,5,12,11,13,7,8,Wnt,6.91,22 (2),Not set,- - -,24,0,England,176.0,25.51334702258727,1.486652977412731,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edvard Pettersen,28,72,Fairly Determined,3537,4.8,2036-06-30,14250.0,0.65,Germany (Bundesliga 2),Bundesliga 2,2033-06-23,0.725,9,13,9,15,11,13,12,13,13,13,12,15,12,15,12,15,14,12,15,14,15,12,9,10,7,14,10,12,7,11,8,11,13,13,8,10,,7.08,15,Not set,- - -,15,0,Germany,542.0,26.464065708418893,1.5359342915811087,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mesut Kesik,31,72,Balanced,3535,,2036-06-30,2200.0,0.22,Türkiye (1. League),Turkish 1. League,2034-07-16,0.5,6,12,9,12,12,12,11,9,11,13,11,14,11,4,13,14,11,12,12,13,12,12,4,9,5,11,10,11,4,12,4,12,12,14,3,9,,6.98,19 (1),Not set,- - -,20,0,Türkiye,542.0,30.526351813826146,0.4736481861738535,3.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Yves Kanda,26,70,Fairly Professional,3534,13.5,2036-06-30,29000.0,2.4,Belgium (Jupiler Pro League),Jupiler Pro League,2032-01-17,4.1,14,13,12,13,12,16,4,9,10,13,12,15,12,13,11,17,12,12,13,11,13,12,7,9,8,14,12,7,3,11,9,14,15,13,6,7,,6.81,17 (7),Not set,- - -,24,0,Belgium,542.0,23.032169746748803,2.967830253251198,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Noah Sadiki,30,69,Fairly Determined,3524,2.2,2036-12-31,6250.0,,China (Super League),Chinese Super League,2034-08-01,2.1,11,11,14,14,10,10,14,9,12,13,12,11,10,15,13,12,10,11,12,13,14,11,4,11,8,12,10,9,6,12,3,11,12,12,6,10,,7.03,13,Not set,- - -,13,0,China,726.0,29.57015742642026,0.42984257357973993,4.0,460.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hernán Darío Borja,23,70,Perfectionist,3523,1.5975000000000001,2037-06-30,12500.0,0.9,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-01-12,0.9,13,14,12,14,10,15,5,9,11,12,12,16,13,16,13,13,6,12,13,12,11,13,2,10,5,15,11,7,2,10,4,11,15,15,5,6,nEU,6.70,15 (1),Not set,- - -,16,0,France,907.0,21.02053388090349,1.9794661190965093,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Noah Lahmadi,30,68,Resolute,3521,2.45,2037-06-30,23000.0,0.625,Spain (First Division),Spanish First Division,2034-10-01,2.1,13,15,13,11,13,13,13,10,13,14,12,11,13,15,15,13,8,13,13,12,13,13,5,10,6,12,8,11,5,13,6,13,12,13,9,6,,6.72,17,Not set,- - -,17,0,Spain,907.0,29.737166324435318,0.26283367556468173,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Paulo Vieira,26,69,Fairly Professional,3516,3.5999999999999996,2036-06-30,24000.0,1.0,Italy (Serie B),Italian Serie B,2034-06-30,1.2,15,14,14,12,11,13,9,12,13,13,12,14,15,12,16,14,9,15,16,12,14,15,2,11,3,10,8,7,1,13,7,10,14,12,7,5,,7.06,16,Not set,- - -,16,0,Italy,542.0,25.482546201232033,0.5174537987679672,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Germano,24,72,Balanced,3509,0.32999999999999996,2035-12-31,4600.0,0.925,Colombia (First Division),Colombian First Division,2034-01-11,1.1,11,14,17,14,10,15,7,12,8,14,10,16,12,14,10,13,11,12,10,13,14,11,4,8,5,13,8,9,9,10,4,12,15,14,3,7,Wnt,6.72,22 (24),Not set,- - -,46,0,Colombia,360.0,23.017111567419576,0.9828884325804244,3.0,469.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gabriel Barreto,23,76,Fairly Professional,3509,1.65,2036-12-31,2100.0,0.775,Argentina (Premier Division),Argentine Premier Division,2031-08-07,0.525,15,11,9,7,15,13,7,8,9,13,14,10,14,14,12,17,16,14,15,14,13,12,4,7,6,8,12,9,8,12,7,14,12,9,6,4,,-,-,Not set,- - -,0,0,Argentina,726.0,19.58590006844627,3.4140999315537304,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thiago Laplace,28,73,Balanced,3508,3.1,2036-12-31,10000.0,2.4,Brazil (First Division),Brazilian National First Division,2032-07-22,2.4,6,11,9,13,9,16,11,7,9,11,12,13,12,14,12,13,15,11,12,12,15,14,6,11,8,16,7,12,1,12,6,12,13,15,6,7,Lst,-,-,Listed,- - -,0,1,Brazil,726.0,25.544147843942504,2.455852156057495,3.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oğuzhan Yılmaz,31,71,Balanced,3494,,2036-06-30,1600.0,,Türkiye (1. League),Turkish 1. League,2033-10-04,0.55,12,12,10,12,10,10,10,9,11,12,12,13,12,13,12,12,11,10,12,10,10,11,9,10,7,13,9,12,2,9,8,12,13,13,7,9,,6.72,2 (17),Not set,- - -,19,0,Türkiye,542.0,29.746064339493497,1.2539356605065024,3.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Carlos Navarro,26,71,Driven,3492,10.55,2037-06-30,27000.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-09-07,0.75,8,15,16,14,10,15,8,7,9,11,11,15,14,18,13,18,13,11,14,11,13,12,5,9,7,14,9,8,2,10,4,12,15,16,5,8,,6.80,14 (1),Not set,- - -,15,0,France,907.0,25.67145790554415,0.32854209445585214,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Isaiah Dada-Mascoll,28,77,Fairly Professional,3488,4.4,2035-06-30,27000.0,10.5,England (Sky Bet Championship),Sky Bet Championship,2032-12-05,11.5,11,10,9,10,12,16,7,10,9,13,9,12,13,9,12,10,17,11,12,14,8,13,4,6,4,11,10,9,4,12,6,13,8,13,1,5,Inj,6.62,6,Listed,- - -,6,1,England,176.0,25.916495550992472,2.083504449007529,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stefan Frederiksen,23,74,Balanced,3487,2.75,2037-06-30,12250.0,0.5,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-03-29,0.5,9,12,17,10,11,15,14,10,9,11,14,13,13,13,8,15,14,10,13,10,13,10,7,11,7,14,12,13,2,13,4,17,16,16,6,4,Wnt,6.87,19,Not set,- - -,19,0,Netherlands,907.0,21.22861054072553,1.7713894592744694,3.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mark Verkuijl,28,72,Resolute,3487,6.1,2037-06-30,34000.0,1.7,Germany (Bundesliga 2),Bundesliga 2,2033-07-06,7.5,7,14,11,15,10,15,8,9,10,12,12,14,13,16,14,14,13,13,11,11,12,15,5,9,8,15,11,11,2,11,7,13,11,12,3,8,,6.71,2 (17),Not set,- - -,19,0,Germany,907.0,26.49965776865161,1.5003422313483916,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joël Schingtienne,32,74,Balanced,3486,0.16499999999999998,2035-06-30,4200.0,,Portugal (Premier League),Portuguese Premier League,2033-08-06,5.0,10,13,12,12,13,12,8,9,12,13,12,9,12,14,12,11,15,12,11,12,16,11,6,8,6,10,12,8,10,13,7,12,11,11,3,7,,6.75,15 (3),Not set,- - -,18,0,Portugal,176.0,30.584531143052704,1.4154688569472964,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Diogo,24,72,Fairly Professional,3481,6.8,2037-12-31,8250.0,3.9,Brazil (First Division),Brazilian National First Division,2034-01-30,3.5,17,13,8,8,13,12,10,4,9,13,12,13,16,7,16,13,13,14,17,13,17,14,8,6,5,9,7,8,4,13,6,14,13,9,4,7,,-,-,Not set,- - -,0,0,Brazil,1091.0,23.069130732375086,0.9308692676249144,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cosimo Fiorini,28,71,Fairly Professional,3477,1.1,2038-06-30,12500.0,,Switzerland (Super League),Swiss Super League,2033-07-01,0.95,8,13,9,12,9,15,9,13,10,13,12,13,12,9,13,14,9,11,9,12,16,12,5,11,7,16,9,10,4,11,6,11,15,16,5,6,,7.25,22,Not set,- - -,22,0,Switzerland,1272.0,26.48596851471595,1.514031485284052,4.0,482.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tini Egmond,26,70,Fairly Professional,3465,4.9,2036-06-30,9250.0,1.9,Belgium (Jupiler Pro League),Jupiler Pro League,2034-04-12,1.5,8,12,16,13,11,12,13,11,9,11,13,16,12,6,11,15,7,13,14,10,12,12,5,8,2,15,7,7,3,9,6,6,16,15,6,5,,6.95,30,Not set,- - -,30,0,Belgium,542.0,25.266255989048595,0.7337440109514032,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ernesto Ortiz,26,72,Resolute,3465,4.15,2035-12-31,13750.0,2.9,Colombia (First Division),Colombian First Division,2034-07-14,2.4,12,10,8,7,16,13,10,12,10,13,12,9,10,17,15,13,11,15,15,12,13,15,1,8,4,9,5,6,9,12,1,13,12,10,2,8,,6.81,29,Not set,- - -,29,0,Colombia,360.0,25.520876112251884,0.4791238877481177,4.0,469.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
