Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_China,Country_Colombia,Country_Croatia,Country_Denmark,Country_Ecuador,Country_England,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Italy,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Tunisia,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Marco Pellegrino,32,72,Balanced,3541,2.0,2035-06-30,46000.0,1.4,England (Premier Division),English Premier Division,2033-06-30,7.5,12,12,12,12,14,13,7,11,11,14,13,12,12,14,11,12,13,12,11,12,12,11,3,10,8,13,13,3,10,14,6,14,13,13,5,11,,6.75,18,Not set,- - -,18,0,England,176.0,30.483230663928815,1.516769336071184,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Isak Brekke Sjøblom,27,75,Perfectionist,3538,5.45,2035-06-30,23500.0,3.8,England (Sky Bet Championship),Sky Bet Championship,2033-07-11,4.9,8,13,12,12,12,13,9,14,10,13,12,13,12,14,10,13,16,12,13,13,13,10,4,9,4,11,11,12,11,13,5,12,11,13,7,8,Wnt,6.91,22 (2),Not set,- - -,24,0,England,176.0,25.51334702258727,1.486652977412731,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jesper Tolinsson,31,75,Balanced,3534,1.6629999999999998,2036-06-30,3400.0,1.2,France (National),French National,2033-06-10,3.1,9,12,13,12,13,12,7,9,6,13,12,11,11,12,9,12,16,10,10,10,14,9,6,7,4,10,10,8,4,13,4,13,12,13,6,7,Wnt,6.97,15,Not set,- - -,15,0,France,542.0,29.428473648186174,1.571526351813826,3.0,378.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gabriele Falomi,26,71,Fairly Professional,3533,6.6,2036-06-30,27000.0,2.3,Italy (Serie A),Italian Serie A,2030-08-22,2.1,18,13,12,12,14,15,6,14,9,15,13,8,12,13,15,17,13,10,13,13,17,13,4,6,4,7,13,3,9,14,3,15,5,7,3,4,,6.73,18,Not set,- - -,18,0,Italy,542.0,21.627652292950035,4.372347707049966,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alan Karlsson,20,71,Model Citizen,3528,8.2,2038-06-30,16000.0,2.2,Italy (Serie B),Italian Serie B,2034-09-01,1.9,9,13,19,13,14,12,6,11,12,14,11,12,11,15,11,15,13,14,13,13,13,13,6,9,6,11,12,10,7,13,2,13,14,12,8,10,,7.00,17,Not set,- - -,17,0,Italy,1272.0,19.655030800821354,0.34496919917864477,0.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcelo,23,77,Unambitious,3518,15.25,2037-06-30,42000.0,8.5,England (Sky Bet Championship),Sky Bet Championship,2033-03-22,8.5,8,14,17,11,14,12,12,16,9,13,12,9,10,7,14,13,16,15,13,13,14,14,6,9,7,9,13,7,13,14,3,13,11,8,7,10,,6.81,27,Not set,- - -,27,0,England,907.0,21.209445585215605,1.7905544147843941,2.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Teo Rondeau,26,77,Resolute,3517,5.6,2036-06-30,21000.0,5.75,Germany (Bundesliga),Bundesliga,2031-07-19,5.0,15,13,17,12,15,13,6,16,7,14,9,11,13,15,14,13,16,14,13,13,14,14,2,7,4,8,12,6,4,13,4,16,10,7,3,8,Wnt,6.76,10,Not set,- - -,10,0,Germany,542.0,22.53388090349076,3.46611909650924,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Francesco Giordano,26,72,Resolute,3517,7.0,2037-06-30,33500.0,7.25,Spain (First Division),Spanish First Division,2033-08-09,9.5,8,14,15,7,12,13,9,12,11,10,12,8,11,15,17,12,14,16,14,13,13,15,4,10,7,13,8,6,7,13,4,9,14,10,3,10,,6.50,0 (1),Not set,- - -,1,0,Spain,907.0,24.5927446954141,1.4072553045859,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Niko Vukančić,32,73,Balanced,3513,0.2175,2035-06-30,2700.0,0.9,Portugal (Second League),Portuguese Second League,2033-05-24,4.8,13,15,11,12,14,14,5,10,8,12,9,9,11,6,9,10,13,13,5,6,10,11,4,7,1,10,12,6,5,14,5,12,10,11,6,9,,6.94,17 (2),Not set,- - -,19,0,Portugal,176.0,30.38193018480493,1.6180698151950719,3.0,430.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amaro Nallo,28,74,Fairly Professional,3511,7.6,2037-06-30,27000.0,2.0,England (Sky Bet Championship),Sky Bet Championship,2034-02-01,1.8,11,9,11,14,15,11,7,11,10,17,9,11,10,11,12,12,14,13,14,12,12,13,1,8,3,11,14,8,10,13,5,15,8,13,6,6,Inj,6.69,20,Not set,- - -,20,0,England,907.0,27.07460643394935,0.9253935660506503,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lucas Belezi,31,73,Determined,3509,0.0,,,,Brazil,-,,0.65,12,12,13,9,13,12,8,9,8,12,12,9,11,19,12,10,13,13,12,12,13,13,4,6,4,9,12,8,3,13,1,12,10,8,3,3,FrA,-,-,Not set,- - -,0,0,Brazil,,,,4.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dani Barcia,31,73,Balanced,3509,0.55,2036-06-30,3700.0,0.325,Spain (Second Division),Spanish Second Division,2034-01-17,0.5,15,11,11,5,12,15,5,11,8,13,9,11,10,13,11,10,15,12,7,10,10,11,4,8,3,9,11,7,1,12,3,12,10,10,1,8,,6.91,19,Not set,- - -,19,0,Spain,542.0,30.033538672142367,0.9664613278576317,3.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mateo Tamayo,26,72,Fairly Professional,3508,1.515,2035-12-31,7250.0,0.825,Colombia (First Division),Colombian First Division,2034-01-25,0.675,16,13,8,11,15,12,5,17,10,16,7,8,11,8,10,12,14,13,14,15,13,11,2,6,2,7,13,2,2,14,1,14,10,8,3,2,Inj,6.94,48,Not set,- - -,48,0,Colombia,360.0,25.055441478439427,0.944558521560575,4.0,469.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Olav Veum,30,73,Resolute,3507,0.77,2036-12-31,1300.0,,Norway (Premier Division),Norwegian Premier Division,2034-01-23,1.2,10,14,13,11,12,12,11,14,8,13,11,11,13,15,12,11,13,12,12,13,13,12,8,7,3,9,12,5,11,13,5,13,8,9,4,9,,6.76,7 (10),Not set,- - -,17,0,Norway,726.0,29.04996577686516,0.9500342231348392,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tiago Coser,30,74,Balanced,3503,2.5,2035-12-31,4500.0,,Brazil (Second Division),Brazilian National Second Division,2034-03-07,1.9,13,13,11,11,14,15,6,8,7,12,12,10,11,1,11,9,16,12,14,9,13,11,1,7,1,8,11,1,3,13,2,14,9,10,1,6,,-,-,Not set,- - -,0,0,Brazil,360.0,29.16769336071184,0.8323066392881588,3.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gabriele Di Corato,25,74,Resolute,3502,7.6,2036-06-30,13000.0,0.825,Belgium (Jupiler Pro League),Jupiler Pro League,2031-09-01,1.7,17,12,10,14,17,12,8,11,9,14,16,11,13,17,13,16,17,13,11,15,12,13,3,9,7,11,11,6,7,14,2,14,6,10,3,8,Inj,6.90,17,Listed,- - -,17,1,Belgium,542.0,21.654346338124572,3.345653661875428,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marlon Júnior,29,71,Fairly Determined,3498,3.2375,2038-06-30,17500.0,2.0,Germany (Bundesliga 2),Bundesliga 2,2034-09-06,2.6,8,14,12,14,13,14,9,13,9,15,12,13,12,15,13,11,12,14,13,13,15,12,6,9,5,12,12,5,5,13,6,12,13,12,4,6,,6.95,14,Not set,- - -,14,0,Germany,1272.0,28.668720054757017,0.33127994524298426,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kayky Almeida,29,74,Resolute,3496,0.7,2036-12-31,3500.0,0.475,Brazil (Second Division),Brazilian National Second Division,2032-03-07,1.8,10,13,11,10,12,12,10,10,12,12,11,12,12,15,14,13,16,15,13,13,14,13,4,11,6,11,12,9,3,12,1,13,10,12,7,9,Bid,-,-,By request,- - -,0,1,Brazil,726.0,26.169062286105408,2.830937713894593,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Felix Nyberg,22,76,Light-Hearted,3494,1.9500000000000002,2037-12-31,3900.0,1.0,Norway (Premier Division),Norwegian Premier Division,2034-08-01,0.85,9,12,19,12,14,14,7,16,5,13,12,10,14,17,11,13,16,10,14,12,11,12,3,6,5,8,9,5,8,11,6,12,11,6,4,6,,6.85,23 (1),Not set,- - -,24,0,Norway,1091.0,21.57015742642026,0.42984257357973993,3.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Josh Wynder,29,75,Fairly Professional,3491,1.4275,2036-12-31,2500.0,0.425,U.S.A. (MLS),Major League Soccer,2032-09-22,1.3,10,10,12,11,12,11,6,11,9,12,9,8,9,14,12,12,14,13,12,12,15,13,7,8,1,9,12,4,5,12,4,11,9,9,2,5,,-,-,Not set,- - -,0,0,U.S.A.,726.0,26.713894592744694,2.2861054072553046,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Julien Gerard,26,72,Resilient,3489,4.6499999999999995,2038-06-30,10000.0,2.7,Netherlands (Eredivisie),Eredivisie,2033-07-02,4.6,6,12,20,11,14,12,8,10,7,14,13,9,12,15,13,16,14,13,14,12,14,13,1,9,1,8,12,5,6,13,1,12,3,8,3,6,,6.78,19,Not set,- - -,19,0,Netherlands,1272.0,24.48870636550308,1.51129363449692,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joël Schingtienne,32,74,Balanced,3486,0.16499999999999998,2035-06-30,4200.0,,Portugal (Premier League),Portuguese Premier League,2033-08-06,5.0,10,13,12,12,13,12,8,9,12,13,12,9,12,14,12,11,15,12,11,12,16,11,6,8,6,10,12,8,10,13,7,12,11,11,3,7,,6.75,15 (3),Not set,- - -,18,0,Portugal,176.0,30.584531143052704,1.4154688569472964,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ludvig Svanberg,32,76,Fairly Professional,3482,2.8,2036-06-30,6000.0,0.875,Netherlands (Eredivisie),Eredivisie,2033-06-26,1.0,10,13,11,12,13,13,8,13,7,12,11,12,9,13,10,13,17,13,13,13,13,11,4,7,4,11,11,7,7,12,5,12,11,11,5,10,Wnt,6.76,21,Listed,- - -,21,1,Netherlands,542.0,30.472279260780287,1.5277207392197125,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amaury Castro,22,69,Fairly Professional,3480,0.55,2037-06-30,8250.0,1.6,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-01-03,1.2,12,13,11,12,14,14,6,9,10,12,11,10,10,12,14,16,4,14,12,15,16,14,3,7,5,11,10,6,5,13,1,13,8,9,6,7,,6.89,14,Not set,- - -,14,0,Netherlands,907.0,19.9958932238193,2.004106776180698,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
İrfan Tekin,25,74,Fairly Determined,3474,0.77,2036-06-30,9250.0,0.875,Germany (Bundesliga 2),Bundesliga 2,2034-08-28,1.5,13,15,17,11,6,12,8,7,11,12,13,13,10,15,13,15,15,13,16,14,15,12,3,6,2,8,6,5,3,10,3,10,12,7,2,1,,6.79,10,Not set,- - -,10,0,Germany,542.0,24.644079397672826,0.35592060232717315,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christian Mawissa,29,73,Resolute,3471,6.699999999999999,2038-06-30,9750.0,5.5,Belgium (Jupiler Pro League),Jupiler Pro League,2034-09-06,7.0,12,14,12,11,14,12,12,9,10,13,11,9,13,17,13,13,15,12,13,14,14,12,4,11,6,12,13,10,5,13,4,13,12,11,7,9,,6.81,13,Not set,- - -,13,0,Belgium,1272.0,28.668720054757017,0.33127994524298426,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Javier García,26,76,Driven,3467,0.75,2035-12-31,6000.0,2.9,Argentina (Premier Division),Argentine Premier Division,2032-01-15,4.6,15,12,18,8,15,15,6,15,7,11,6,9,8,18,12,11,16,13,12,12,15,12,4,5,3,7,8,4,3,13,1,12,6,6,4,8,Lst,-,-,Listed,- - -,0,1,Argentina,360.0,23.026694045174537,2.973305954825462,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel,25,76,Resolute,3465,7.3,2037-12-31,18000.0,6.0,Brazil (First Division),Brazilian National First Division,2034-04-15,4.9,11,13,13,10,15,12,4,9,5,14,15,7,12,15,15,17,17,14,14,13,15,13,2,5,6,8,13,2,8,12,1,13,7,8,3,5,Wnt,-,-,Not set,- - -,0,0,Brazil,1091.0,24.274469541409992,0.7255304585900069,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
İlyas Işık,25,74,Fairly Professional,3465,4.85,2037-06-30,6750.0,2.3,Spain (Second Division),Spanish Second Division,2034-07-20,2.3,13,13,19,9,14,14,8,13,9,11,17,13,17,12,11,16,14,12,16,13,12,12,4,5,2,10,11,5,7,14,3,13,10,8,4,6,,6.71,15,Not set,- - -,15,0,Spain,907.0,24.537303216974674,0.46269678302532513,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Diego Murillo,33,70,Fairly Determined,3462,0.022,2035-06-30,2300.0,0.7,Italy (Serie C/A),Italian Serie C/A,2032-04-08,0.775,10,14,11,11,15,14,6,10,9,12,10,6,11,16,8,10,7,8,6,7,14,8,6,7,7,12,13,6,3,10,3,14,10,11,5,6,,6.86,19,Not set,- - -,19,0,Italy,176.0,30.256673511293634,2.7433264887063653,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Théo Barbet,33,72,Balanced,3462,0.006,2035-06-30,7250.0,1.8,Netherlands (Eredivisie),Eredivisie,2032-06-16,2.3,12,12,14,13,12,12,5,11,11,12,12,9,13,13,10,12,11,9,11,9,13,7,6,9,6,9,11,6,10,12,3,12,10,8,4,11,Wnt,-,-,Listed,- - -,0,1,Netherlands,176.0,30.44558521560575,2.5544147843942504,3.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carter Pinnington,27,72,Fairly Professional,3459,12.75,2036-06-30,16750.0,1.9,England (Sky Bet Championship),Sky Bet Championship,2032-06-26,4.3,14,10,11,14,12,13,8,13,8,17,12,13,12,12,13,13,14,13,10,11,17,13,4,9,5,15,12,9,4,12,7,13,12,14,5,9,,6.83,27 (1),Not set,- - -,28,0,England,542.0,24.472963723477072,2.5270362765229293,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kaelan Casey,30,75,Resolute,3457,1.1,2036-06-30,3800.0,,England (Sky Bet League Two),Sky Bet League Two,2034-11-28,0.95,10,12,11,12,13,12,7,15,9,12,12,11,13,15,8,11,14,12,11,10,16,12,6,5,8,12,12,5,7,12,1,12,10,14,8,6,,6.82,29,Not set,- - -,29,0,England,542.0,29.89596167008898,0.10403832991101986,4.0,373.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rodrigo Rego,32,72,Fairly Professional,3450,0.33999999999999997,2035-06-30,7500.0,2.2,Netherlands (Eredivisie),Eredivisie,2032-06-24,3.2,12,12,13,12,13,12,14,11,10,13,12,11,11,14,13,11,13,13,11,12,15,12,5,7,6,12,12,7,8,12,4,12,12,13,6,8,Wnt,7.31,16 (2),Not set,- - -,18,0,Netherlands,176.0,29.467488021902806,2.532511978097194,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matheus Lins,33,73,Balanced,3444,0.0875,2035-06-30,2500.0,0.725,Australia (A-League),Isuzu UTE A-League,2033-06-28,0.75,15,12,10,10,13,13,5,5,7,12,9,8,11,9,10,8,13,9,4,7,12,7,6,3,1,10,13,5,3,13,6,14,9,9,4,10,,6.78,11,Not set,- - -,11,0,Australia,176.0,31.477754962354553,1.5222450376454484,3.0,434.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gabriel Caballero,24,78,Fairly Professional,3439,7.0,2037-12-31,5500.0,3.2,Argentina (Premier Division),Argentine Premier Division,2034-08-10,2.6,10,12,18,9,15,11,10,14,7,11,9,7,12,10,13,16,18,13,13,13,18,13,4,7,3,9,9,4,4,12,1,12,6,7,3,4,,-,-,Not set,- - -,0,0,Argentina,1091.0,23.59479808350445,0.405201916495551,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Muhammed Enes Alyaprak,26,70,Resolute,3429,2.36,2036-06-30,13750.0,1.5,Türkiye (Super League),Turkish Super League,2031-08-24,1.5,6,14,16,14,14,13,8,12,9,13,9,10,9,15,12,15,9,14,13,14,18,13,6,9,5,9,12,7,7,14,3,16,13,10,7,5,,6.68,28,Not set,- - -,28,0,Türkiye,542.0,22.632443531827516,3.3675564681724848,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Simone De Angelis,24,74,Professional,3429,0.9349999999999999,2037-06-30,6500.0,1.1,Italy (Serie B),Italian Serie B,2033-07-01,5.25,8,12,15,13,15,12,4,12,11,15,12,12,14,11,12,11,16,9,13,12,13,12,2,9,6,10,9,7,6,12,8,12,16,10,5,6,,6.78,19,Not set,- - -,19,0,Italy,907.0,22.48596851471595,1.514031485284052,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mikkel Pettersen,27,74,Resolute,3427,0.825,2036-12-31,1800.0,0.9,Norway (Premier Division),Norwegian Premier Division,2034-08-12,1.4,6,15,17,14,13,13,10,9,9,13,13,11,10,15,12,16,14,12,13,12,13,11,6,5,5,8,12,6,8,13,3,13,5,8,4,5,,7.03,20,Not set,- - -,20,0,Norway,726.0,26.600273785078713,0.3997262149212868,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Germán Ramos,26,72,Mercenary,3427,5.6,2036-06-30,8000.0,0.625,Türkiye (Super League),Turkish Super League,2031-07-15,0.5,13,13,13,12,14,14,6,8,9,13,15,11,11,15,13,16,14,13,12,12,14,13,5,5,5,10,10,6,4,15,2,14,8,7,5,5,Ask,6.62,15,Not set,- - -,15,0,Türkiye,542.0,22.52292950034223,3.477070499657769,2.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Patricio Pizarro,34,72,Balanced,3425,,2036-12-31,1800.0,0.01125,Argentina (Federal A),Argentine Torneo Federal A,2034-12-23,0.575,15,11,15,10,13,16,5,10,7,12,9,10,10,10,9,10,12,8,8,8,13,8,4,8,5,9,12,7,7,12,5,13,9,10,7,6,,-,-,Not set,- - -,0,0,Argentina,726.0,33.964407939767284,0.03559206023271732,3.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Timo Zaal,30,72,Fairly Professional,3424,3.625,2037-06-30,17750.0,4.1,Spain (First Division),Spanish First Division,2034-07-23,5.25,12,11,11,11,15,15,7,12,10,13,12,11,12,13,13,13,13,12,12,11,16,12,6,4,8,12,11,11,1,12,7,12,9,11,3,8,,6.81,7 (1),Not set,- - -,8,0,Spain,907.0,29.54551676933607,0.4544832306639288,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Lenin,28,74,Fairly Determined,3420,3.0,2036-12-31,7500.0,6.0,Brazil (First Division),Brazilian National First Division,2033-08-23,4.9,15,13,10,12,14,12,7,7,11,13,12,11,12,17,13,12,14,13,14,12,13,14,4,6,5,9,12,8,2,13,4,12,9,11,2,4,Wnt,-,-,By request,- - -,0,1,Brazil,726.0,26.63107460643395,1.3689253935660506,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harrison Murray-Campbell,28,73,Fairly Professional,3419,3.875,2035-06-30,15000.0,1.2,England (Sky Bet Championship),Sky Bet Championship,2032-07-13,2.1,12,16,14,13,15,11,7,15,9,13,13,13,14,8,13,13,13,14,13,12,15,15,3,9,9,13,12,6,6,13,1,13,13,12,3,7,Wnt,6.91,21,Not set,- - -,21,0,England,176.0,25.519507186858316,2.4804928131416837,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
José Escalante,26,76,Driven,3415,8.0,2037-12-31,10000.0,3.5,Brazil (First Division),Brazilian National First Division,2034-08-06,4.5,16,13,9,10,15,11,8,8,5,13,9,9,9,20,15,13,16,12,15,13,12,12,3,7,5,12,12,4,5,14,2,12,14,8,4,1,,-,-,Not set,- - -,0,0,Brazil,1091.0,25.583846680355922,0.4161533196440794,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Steven Winkler,24,76,Resolute,3413,1.315,2037-06-30,22500.0,0.35,Germany (Bundesliga 2),Bundesliga 2,2034-07-26,2.8,7,13,18,9,13,13,9,11,8,12,10,7,13,15,12,12,18,13,13,12,16,13,3,8,1,7,10,3,2,12,1,10,7,9,3,4,,6.73,18,Not set,- - -,18,0,Germany,907.0,23.55373032169747,0.4462696783025325,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zane Monlouis,31,73,Balanced,3413,0.6050000000000001,2036-06-30,6750.0,0.85,England (Sky Bet Championship),Sky Bet Championship,2033-06-27,16.75,14,12,13,13,13,12,8,14,9,12,13,14,12,14,11,12,14,12,12,13,12,12,6,10,6,12,11,6,3,12,9,12,13,12,6,6,Bid,-,-,By request,- - -,0,1,England,542.0,29.475017111567418,1.5249828884325805,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
