Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Angola,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_Czechia,Country_DR Congo,Country_Denmark,Country_Ecuador,Country_England,Country_Eq. Guinea,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Honduras,Country_Hungary,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Ivory Coast,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_N.Ireland,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Tunisia,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_Uruguay,Country_Venezuela,Country_nan
Sebastian Hebler,23,76,Resolute,2269,0.15150000000000002,2036-06-30,6750.0,0.9,Germany (Bundesliga 2),Bundesliga 2,2033-07-11,0.7,10,12,9,9,11,11,1,11,2,14,11,12,8,15,13,15,15,9,10,9,7,7,2,1,3,5,1,3,2,2,3,3,8,9,1,2,Inj,6.65,13,Not set,- - -,13,0,Germany,542.0,21.51334702258727,1.486652977412731,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Akor Adams,34,75,Fairly Determined,6694,0.15150000000000002,2035-06-30,45000.0,25.0,Türkiye (Super League),Turkish Super League,2033-01-06,40.5,13,13,14,13,11,13,14,11,13,8,12,12,14,16,7,14,16,13,12,13,15,12,5,8,14,13,12,9,4,9,8,7,13,10,10,9,Wnt,7.03,0 (6),Not set,- - -,6,0,Türkiye,176.0,32.0041067761807,1.995893223819302,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Lenn-Minh Tran,27,70,Balanced,3023,0.15150000000000002,2035-06-30,3200.0,,Belgium (Jupiler Pro League),Jupiler Pro League,2033-07-11,2.6,11,14,11,11,15,13,10,14,12,12,12,13,12,9,12,11,9,13,14,13,13,13,7,9,4,10,9,10,13,13,7,13,12,10,6,12,Wnt,6.95,8,Not set,- - -,8,0,Belgium,176.0,25.51334702258727,1.486652977412731,3.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Orçun Yazıcı,25,70,Fairly Determined,2700,0.15150000000000002,2037-06-30,7250.0,,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2035-01-01,1.1,11,13,13,8,15,13,9,11,7,11,15,9,11,17,13,15,6,13,14,13,12,13,4,7,2,7,8,6,4,9,3,10,11,9,2,10,,-,-,Not set,- - -,0,0,Netherlands,907.0,24.98904859685147,0.010951403148528405,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fivos Botos,34,68,Balanced,4131,0.15150000000000002,2035-06-30,4100.0,0.7,Greece (Super League 1),Greek Super League 1,2033-06-07,0.55,11,12,13,12,10,10,13,8,11,6,11,12,12,13,10,9,5,8,8,7,13,9,11,11,10,12,5,10,1,5,9,5,12,11,12,12,Ret,6.61,15 (1),Not set,- - -,16,0,Greece,176.0,32.42026009582478,1.5797399041752225,3.0,481.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fabricio Oviedo,30,70,Balanced,3296,0.15150000000000002,2035-06-30,2500.0,1.8,Portugal (Premier League),Portuguese Premier League,2030-06-30,1.8,5,11,2,14,8,11,11,4,14,7,12,11,12,13,13,14,8,13,15,9,15,14,8,12,12,11,14,9,6,7,5,4,13,11,5,10,,6.77,3 (11),Not set,- - -,14,0,Portugal,176.0,25.482546201232033,4.517453798767967,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nüraly Älip,35,74,Balanced,5718,0.15150000000000002,2035-06-30,39000.0,1.7,Russia (Premier League),Russian Premier League,2033-12-04,1.7,14,16,12,14,17,13,6,10,6,14,14,7,13,14,8,10,13,8,11,7,15,8,4,6,5,11,14,5,8,12,4,15,11,14,4,5,,6.85,21,Not set,- - -,21,0,Russia,176.0,33.913073237508556,1.0869267624914443,3.0,454.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Puga,34,69,Balanced,3625,0.054,2036-06-30,4500.0,,Spain (Spanish Federation 1A),Spanish Federation First Division A,2034-07-14,1.2,11,13,10,12,11,12,13,9,13,9,12,11,13,14,11,13,5,10,10,5,14,11,8,9,8,12,7,8,7,11,8,11,12,12,2,13,,6.78,19,Not set,- - -,19,0,Spain,542.0,33.520876112251884,0.4791238877481177,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
David Suárez,23,72,Balanced,2600,0.054,2035-06-30,4600.0,1.0,Portugal (Portuguese Third Division),Portuguese Third Division,2032-08-11,0.625,5,11,14,12,7,10,14,15,14,4,6,7,6,11,14,15,12,16,15,10,13,15,1,15,12,12,8,8,1,1,1,1,11,12,3,4,Wnt,6.80,14,Not set,- - -,14,0,Portugal,176.0,20.59890485968515,2.401095140314853,3.0,410.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mujaid Sadick,34,72,Balanced,6048,0.028,2035-06-30,17750.0,10.75,Spain (First Division),Spanish First Division,2033-12-27,22.0,13,14,14,13,13,13,8,12,7,15,13,11,15,10,7,10,10,10,9,12,13,9,6,6,7,10,13,7,10,13,3,14,11,10,3,6,Ret,-,-,Listed,- - -,0,1,Spain,176.0,32.97604380561259,1.0239561943874058,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Winzent Suchanek,31,68,Fairly Professional,3108,0.028,2035-11-30,7750.0,0.7,Sweden (Premier Division),Swedish Premier Division,2032-08-31,0.575,7,12,8,10,10,10,12,8,12,8,9,10,8,13,15,7,2,14,14,5,16,13,4,11,7,12,7,5,4,10,4,8,12,12,8,12,Wnt,-,-,Listed,- - -,0,1,Sweden,329.0,28.65366187542779,2.346338124572211,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Liam van Gelderen,33,70,Fairly Determined,3666,0.028,2035-06-30,9250.0,3.4,Spain (First Division),Spanish First Division,2032-09-29,6.25,12,13,12,10,12,11,12,11,9,12,11,9,12,15,7,10,12,9,8,8,12,8,7,8,8,7,14,7,10,16,4,12,9,11,1,7,Lst,6.15,2,Listed,- - -,2,1,Spain,176.0,30.73305954825462,2.2669404517453797,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Dani Queipo,32,66,Balanced,3910,0.028,2035-06-30,21000.0,5.25,Italy (Serie A),Italian Serie A,2032-06-29,5.0,13,12,10,11,11,13,12,12,13,12,12,13,12,14,14,13,4,11,9,8,13,12,12,12,10,13,8,10,8,9,12,9,13,13,13,13,Lst,6.69,11 (1),Listed,- - -,12,1,Italy,176.0,29.481177275838466,2.518822724161533,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jesper Tolinsson,31,75,Balanced,3534,1.6629999999999998,2036-06-30,3400.0,1.2,France (National),French National,2033-06-10,3.1,9,12,13,12,13,12,7,9,6,13,12,11,11,12,9,12,16,10,10,10,14,9,6,7,4,10,10,8,4,13,4,13,12,13,6,7,Wnt,6.97,15,Not set,- - -,15,0,France,542.0,29.428473648186174,1.571526351813826,3.0,378.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emerson Lezcano,30,73,Balanced,3439,1.6629999999999998,2036-12-31,3000.0,,Argentina (Second Division),Argentine Second Division,2034-01-28,0.775,11,10,15,11,11,12,1,13,2,13,8,8,8,10,13,10,14,10,10,11,12,10,5,1,2,6,1,1,2,1,3,2,6,14,2,1,,-,-,Not set,- - -,0,0,Argentina,726.0,29.06365503080082,0.9363449691991786,3.0,439.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jan de Zeeuw,26,74,Fairly Professional,3071,1.613,2036-12-31,5750.0,1.1,Norway (Premier Division),Norwegian Premier Division,2034-02-14,1.2,13,13,15,11,13,11,6,10,7,13,10,8,7,9,11,11,18,13,12,14,15,14,1,7,3,7,9,2,2,12,2,13,8,7,2,7,,6.78,18,Not set,- - -,18,0,Norway,726.0,25.110198494182068,0.8898015058179329,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matisse Samoise,33,69,Resolute,4378,1.363,2036-06-30,6000.0,,Netherlands (Eredivisie),Eredivisie,2034-07-09,1.7,13,13,14,13,14,12,12,12,11,10,15,12,12,16,11,10,8,10,11,9,14,11,10,9,10,13,9,10,11,11,7,11,13,12,9,10,,6.62,1 (3),Not set,- - -,4,0,Netherlands,542.0,32.507186858316224,0.4928131416837782,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Olle Westerberg,23,72,Mercenary,2505,0.15050000000000002,2036-06-30,7250.0,0.825,Germany (Regional Div. Bavaria),German Regional Division Bavaria,2032-07-10,0.55,10,8,6,9,9,12,13,11,13,6,6,12,8,12,16,16,13,12,16,11,12,13,8,10,11,9,6,8,4,6,4,4,13,9,5,13,Wnt,7.83,3,Not set,- - -,3,0,Germany,542.0,20.51129363449692,2.48870636550308,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gedson Fernandes,35,72,Resolute,7239,0.15050000000000002,2035-06-30,1700.0,,Portugal (Premier League),Portuguese Premier League,2034-08-22,29.0,12,13,16,12,15,12,16,10,12,12,16,11,16,17,10,15,11,10,11,8,18,10,6,11,7,14,8,7,6,12,9,13,14,13,9,8,,6.93,12 (3),Not set,- - -,15,0,Portugal,176.0,34.62765229295003,0.3723477070499658,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicolò Vannucci,26,73,Balanced,2644,0.15050000000000002,2035-06-30,1900.0,0.12,Belgium (Challenger Pro League),Belgian Challenger Pro League,2032-07-10,1.1,10,9,7,15,8,10,14,12,13,5,8,10,10,14,15,11,13,11,13,9,10,14,8,12,7,11,14,7,2,4,8,1,14,11,2,9,Wnt,7.02,9,Not set,- - -,9,0,Belgium,176.0,23.51129363449692,2.48870636550308,3.0,413.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vladimir Nasedkin,26,71,Fairly Determined,3143,0.15050000000000002,2035-06-30,7250.0,0.55,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-01-12,0.7,12,11,9,12,3,12,15,11,14,7,10,11,12,15,14,16,9,12,12,11,12,12,7,12,15,12,11,10,2,5,8,4,11,10,7,8,,6.79,2 (14),Not set,- - -,16,0,Netherlands,176.0,24.02053388090349,1.9794661190965093,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Moritz Broschinski,34,75,Resolute,4639,0.15050000000000002,2035-06-30,10500.0,,Germany (Bundesliga 2),Bundesliga 2,2034-05-23,1.8,12,13,15,12,12,12,12,7,12,7,14,10,15,15,9,11,15,11,9,9,13,12,4,9,12,11,11,8,5,7,7,7,12,10,10,8,,6.74,1 (13),Not set,- - -,14,0,Germany,176.0,33.37850787132101,0.621492128678987,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mathieu Acapandié,30,72,Fairly Determined,2763,0.15050000000000002,2038-06-30,3400.0,,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2034-08-18,0.675,7,11,10,8,14,13,6,7,8,13,9,9,10,17,13,11,14,13,13,12,13,15,5,4,1,9,10,5,5,10,1,12,8,9,1,13,,7.08,19,Not set,- - -,19,0,Netherlands,1272.0,29.616700889801507,0.38329911019849416,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Davide Bettella,34,73,Fairly Professional,4997,0.15050000000000002,2035-12-31,1100.0,0.086,Norway (Premier Division),Norwegian Premier Division,2034-04-01,6.25,12,13,12,11,13,10,6,9,6,12,12,8,12,13,10,10,14,9,9,12,15,10,6,6,6,12,14,9,10,13,6,15,10,12,5,6,,6.72,30,Not set,- - -,30,0,Norway,360.0,33.23613963039014,0.7638603696098563,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joshua Tempo,23,71,Fairly Professional,2899,0.138,2035-06-30,7000.0,2.7,Belgium (Challenger Pro League),Belgian Challenger Pro League,2031-08-21,2.2,7,12,17,12,12,13,6,3,10,10,13,12,13,12,15,11,13,12,13,13,13,12,5,8,3,11,7,7,6,12,9,13,15,11,6,4,Wnt,7.03,3,Not set,- - -,3,0,Belgium,176.0,19.62422997946612,3.375770020533881,4.0,413.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jakob Durst,26,67,Determined,2776,0.138,2037-06-30,6750.0,,Germany (Bundesliga 2),Bundesliga 2,2034-07-13,0.575,9,12,12,13,7,15,13,8,14,6,12,15,8,18,14,14,3,12,13,11,15,11,9,9,9,14,8,9,2,4,4,3,11,12,8,7,,-,0 (1),Not set,- - -,1,0,Germany,907.0,25.51813826146475,0.48186173853524983,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luis Carbonell,31,67,Balanced,3040,0.138,2035-06-30,9750.0,1.4,Germany (Bundesliga 2),Bundesliga 2,2033-05-25,1.4,12,12,8,14,10,13,16,10,13,9,11,13,10,3,13,12,6,12,10,9,11,12,8,12,11,12,6,9,5,6,9,6,14,11,12,8,,6.40,0 (4),Not set,- - -,4,0,Germany,176.0,29.38466803559206,1.6153319644079398,3.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eljif Elmas,35,72,Fairly Ambitious,6516,0.138,2035-06-30,125000.0,,Qatar (Stars League),Qatar Stars League,2033-07-11,45.0,14,14,13,15,12,12,15,8,15,11,13,13,14,13,8,10,11,7,7,7,16,9,13,10,13,14,10,11,4,9,14,8,15,15,15,12,Ret,6.83,24 (1),Not set,- - -,25,0,Qatar,176.0,33.51334702258727,1.486652977412731,4.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manor Solomon,35,66,Resolute,7261,0.138,2035-06-30,49500.0,,Russia (Premier League),Russian Premier League,2033-07-10,31.5,7,14,11,16,13,13,13,9,15,9,12,14,13,15,7,12,6,9,8,8,14,11,11,13,14,15,7,13,10,9,12,9,17,15,2,15,Ret,7.15,20,Not set,- - -,20,0,Russia,176.0,33.510609171800134,1.4893908281998631,4.0,454.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joel Bagan,33,72,Fairly Determined,3450,0.138,2036-11-30,1500.0,,Ireland (Premier Division),Irish Premier Division,2034-09-02,0.5,11,12,12,13,12,12,8,10,11,11,13,11,13,15,12,12,11,11,11,9,13,11,9,9,8,12,9,8,11,11,7,12,12,12,5,10,,-,-,Not set,- - -,0,0,Ireland,695.0,32.657768651608485,0.34223134839151265,4.0,461.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hernán López Muñoz,34,66,Light-Hearted,3929,0.138,2035-06-30,11250.0,1.2,U.A.E. (Pro League),UAE Professional League,2031-12-14,0.875,8,12,5,14,12,12,16,13,16,10,12,14,8,14,8,9,4,10,7,7,13,9,12,10,11,13,4,12,3,4,13,4,14,12,12,9,,6.37,21 (1),Not set,- - -,22,0,U.A.E.,176.0,30.93908281998631,3.060917180013689,3.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pablo Moreno,32,70,Balanced,3498,0.050499999999999996,2035-06-30,1800.0,,Portugal (Premier League),Portuguese Premier League,2032-07-12,9.5,14,10,12,13,11,12,13,10,13,8,11,11,11,12,12,12,7,11,9,9,14,13,7,11,13,10,8,10,6,7,7,7,14,10,10,11,,6.71,0 (15),Not set,- - -,15,0,Portugal,176.0,29.516769336071185,2.4832306639288158,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
David Dinoia,22,74,Fairly Professional,2199,1.562,2037-06-30,3100.0,0.625,Italy (Serie A),Italian Serie A,2033-10-03,0.575,15,7,5,12,7,14,13,3,11,9,11,12,12,9,9,10,13,8,13,13,13,7,5,7,10,13,6,7,6,6,2,6,12,10,3,11,,6.60,0 (1),Not set,- - -,1,0,Italy,907.0,20.743326488706366,1.2566735112936345,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joaquín Gho,31,69,Balanced,4510,1.462,2035-12-31,3600.0,0.675,Argentina (Second Division),Argentine Second Division,2033-06-05,0.55,9,12,7,11,10,10,12,9,13,5,12,10,12,10,14,10,7,14,12,8,12,14,10,12,10,10,6,8,4,5,10,5,14,9,9,11,,-,-,Not set,- - -,0,0,Argentina,360.0,29.414784394250514,1.5852156057494866,3.0,439.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
José Ribeiro,28,74,Fairly Professional,3580,1.462,2036-06-30,18750.0,0.85,France (Ligue 2 BKT),Ligue 2 BKT,2033-07-23,0.775,11,10,14,13,13,15,1,14,2,12,6,11,5,7,13,11,15,9,10,10,11,13,4,2,2,3,1,3,1,2,3,3,5,10,3,2,Wnt,7.04,7,Not set,- - -,7,0,France,542.0,26.546201232032853,1.4537987679671458,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Felipe Rodríguez,23,73,Unambitious,3729,1.462,2036-06-30,4300.0,1.3,Portugal (Second League),Portuguese Second League,2032-07-06,0.675,11,14,11,10,12,14,11,7,8,12,11,9,8,6,14,14,14,12,14,12,15,15,2,7,1,11,5,3,12,10,3,12,12,12,4,6,,6.89,16,Not set,- - -,16,0,Portugal,542.0,20.50034223134839,2.4996577686516086,2.0,430.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ataözgür Sancak,22,69,Light-Hearted,2985,1.212,2037-06-30,6500.0,0.65,Türkiye (Super League),Turkish Super League,2033-02-09,0.525,7,11,7,11,5,11,13,14,12,4,9,11,14,15,17,14,7,14,14,10,14,11,7,13,10,14,3,10,4,4,2,7,15,11,9,12,,6.87,11 (16),Not set,- - -,27,0,Türkiye,907.0,20.09719370294319,1.9028062970568105,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Leandro Neuhäuser,25,70,Mercenary,2734,0.137,2036-06-30,12750.0,0.25,Germany (Bundesliga),Bundesliga,2033-07-17,1.4,11,12,14,8,15,12,10,8,9,11,8,9,10,14,15,12,8,15,14,13,15,14,3,5,5,10,4,7,2,12,6,14,12,12,2,12,Wnt,-,-,Not set,- - -,0,0,Germany,542.0,23.529774127310063,1.4702258726899384,2.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Héctor Osorio,26,75,Resolute,2627,0.137,2035-12-31,875.0,0.205,Argentina (Second Division),Argentine Second Division,2031-12-20,1.0,13,13,9,8,14,12,10,3,7,12,17,10,16,15,13,12,15,12,14,13,15,12,5,4,6,6,6,6,4,12,9,15,8,10,3,3,Bid,-,-,Not set,- - -,0,0,Argentina,360.0,22.955509924709105,3.0444900752908968,4.0,439.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
