Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Cmd,Pun,TRO,Han,Thr,Ecc,Ref,Kic,1v1,Com,Aer,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Dri,Fir,Hea,Mar,Tck,Tec,Pas,Av Rat,Apps,Transfer Status,Inf,xGP/90,xGP,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Brazil,Country_China,Country_Denmark,Country_England,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Norway,Country_Portugal,Country_Qatar,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_Spain,Country_Sweden,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_nan
Moisés Ramírez,34,73,Balanced,5862,0.006500000000000001,2035-06-30,19250.0,,England (Sky Bet Championship),Sky Bet Championship,2033-07-01,2.8,13,9,13,9,10,17,15,8,15,8,15,12,10,13,8,10,9,9,11,5,11,8,7,5,10,12,12,14,9,11,9,10,11,2,10,5,3,3,12,12,-,-,Not set,Wnt,-,-,- - -,0,0,England,176.0,32.48596851471595,1.514031485284052,3.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mads Kikkenborg,35,78,Balanced,3187,0.04,2035-06-30,5500.0,1.3,Belgium (Challenger Pro League),Belgian Challenger Pro League,2032-03-28,1.3,12,15,11,10,11,8,13,11,13,11,15,12,11,12,10,9,13,3,13,2,11,11,12,10,3,9,10,18,5,2,7,9,5,1,8,1,3,2,10,8,6.80,3,Not set,,0.12,0.35,- - -,3,0,Belgium,176.0,32.22655715263518,2.7734428473648185,3.0,413.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Salvi,34,76,Balanced,2969,0.025,2035-06-30,5750.0,0.4,Italy (Serie B),Italian Serie B,2032-07-19,1.8,11,7,5,12,12,5,14,12,13,13,15,11,12,14,11,12,14,1,3,2,14,9,10,10,5,8,9,12,8,4,6,12,9,1,7,1,3,1,7,13,6.73,16,Not set,Unh,-0.04,-0.60,- - -,16,0,Italy,176.0,31.535934291581107,2.4640657084188913,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nathan Trott,36,74,Fairly Professional,3921,0.0225,2035-06-30,5250.0,0.053,England (Sky Bet League One),Sky Bet League One,2033-09-01,4.3,12,8,7,13,14,11,17,14,16,11,14,6,12,11,14,12,12,13,8,1,14,11,12,11,12,8,9,16,4,8,6,12,5,8,9,6,2,2,9,11,6.72,24,Not set,,-0.06,-1.28,- - -,24,0,England,176.0,34.65571526351814,1.3442847364818618,4.0,433.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luís Maximiano,36,75,Fairly Professional,5579,0.02,2035-06-30,23000.0,0.064,England (Premier Division),English Premier Division,2033-08-20,29.5,12,11,13,14,14,12,15,12,17,12,15,12,14,14,11,12,12,3,11,3,13,12,13,13,14,10,11,16,6,7,7,12,9,3,9,6,2,2,10,12,-,0 (1),Not set,Ret,-,0.00,- - -,1,0,England,176.0,34.62286105407255,1.377138945927447,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leo Román,34,74,Balanced,3467,0.011,2035-06-30,2200.0,,Spain (Spanish Federation 2 Gr 1),Spanish Federation Second Group 1,2034-07-27,1.6,13,6,5,14,11,15,14,13,12,13,15,15,12,11,10,12,11,1,7,1,13,10,9,8,7,10,3,14,5,2,4,13,6,2,8,1,1,3,5,12,6.87,5 (2),Not set,,0.34,2.11,- - -,7,0,Spain,176.0,33.5564681724846,0.44353182751540043,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lautaro Morales,35,74,Fairly Determined,3565,0.01,2035-06-30,4000.0,,Türkiye (Super League),Turkish Super League,2034-07-10,2.1,12,8,13,12,13,7,14,12,13,10,12,13,12,12,12,12,12,10,7,3,12,9,12,11,15,8,8,14,8,7,7,13,7,2,10,1,1,3,12,12,-,-,Not set,Ret,-,-,- - -,0,0,Türkiye,176.0,34.50992470910335,0.49007529089664614,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pedro Rangel,34,76,Balanced,2924,0.009,2035-12-31,8250.0,0.0034,Norway (Premier Division),Norwegian Premier Division,2034-03-14,0.675,11,6,9,13,12,5,13,10,13,10,15,9,12,15,11,12,12,1,8,2,12,12,11,11,14,10,10,16,7,8,10,13,8,2,8,1,1,2,8,10,6.20,0 (1),Not set,,-,-0.96,- - -,1,0,Norway,360.0,33.186858316221766,0.813141683778234,3.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Gabriel Brazão,34,76,Fairly Professional,2871,0.0025,2035-06-30,1300.0,,Italy (Serie C/B),Italian Serie C/B,2034-07-15,7.75,10,12,11,10,10,10,11,10,12,10,13,10,11,13,11,10,12,5,10,5,8,11,8,10,14,10,8,15,5,6,5,10,7,4,8,5,4,5,5,7,-,0 (1),Not set,,-,0.00,- - -,1,0,Italy,176.0,33.52361396303901,0.47638603696098564,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Horaţiu Moldovan,36,74,Balanced,5698,0.0025,2035-06-30,4100.0,,Portugal (Premier League),Portuguese Premier League,2034-05-24,1.6,13,11,4,14,14,9,15,13,16,12,12,10,9,12,12,11,10,3,14,2,10,7,8,10,12,7,7,13,6,5,6,10,5,1,8,2,1,2,6,14,-,-,Not set,,-,-,- - -,0,0,Portugal,176.0,35.38124572210815,0.6187542778918549,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Leonardo Loria,35,77,Balanced,2669,0.0,2035-06-30,450.0,,Italy (Serie C/C),Italian Serie C/C,2034-07-13,1.8,12,10,11,12,11,9,12,10,11,11,13,11,9,11,9,10,11,7,11,9,11,9,12,9,13,6,8,14,3,3,4,12,5,5,7,5,5,6,6,7,-,-,Not set,Ret,-,-,- - -,0,0,Italy,176.0,34.51813826146475,0.48186173853524983,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
André Ferreira,38,76,Fairly Sporting,4272,0.0,,,,Norway (First Division),Norwegian First Division,2033-12-30,2.1,8,10,9,12,12,13,12,12,13,12,15,11,11,13,10,12,11,1,7,1,12,13,11,12,12,7,6,13,2,2,3,13,5,2,9,6,2,1,9,11,6.10,1,Not set,Wnt,-0.82,-0.82,- - -,1,0,Norway,,36.98425735797399,1.0157426420260096,3.0,441.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Darío,35,75,Balanced,3049,0.0,,,,Spain (Spanish Federation 3 Gr15),Spanish Federation Third Group 15,2028-07-24,0.725,10,11,11,10,10,6,11,12,9,11,11,8,11,7,7,10,10,4,8,2,8,13,5,7,13,9,8,8,3,4,5,8,5,2,7,3,1,1,6,7,7.28,24,Not set,Ctr,0.00,0.00,- - -,24,0,Spain,,28.54962354551677,6.450376454483231,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Ryan Walker,26,73,Fairly Professional,2786,0.0,,,,England,-,,0.55,12,10,9,16,12,3,13,11,12,13,15,13,9,7,7,12,13,1,4,1,8,7,12,5,12,14,14,12,8,10,10,9,7,3,5,1,2,1,9,9,-,-,Not set,Wnt,-,-,- - -,0,0,England,,,,4.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ron-Thorben Hoffmann,35,76,Fairly Professional,4299,,2036-06-30,33000.0,1.5,Germany (Bundesliga),Bundesliga,2035-01-04,1.7,12,10,12,13,14,8,15,13,15,12,13,10,13,13,12,14,13,6,10,6,13,11,13,11,14,10,9,16,6,6,8,12,5,3,8,6,1,2,11,12,6.80,16,Not set,,0.13,2.12,- - -,16,0,Germany,542.0,34.997262149212865,0.0027378507871321013,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michele Di Gregorio,37,74,Resolute,5716,,2036-06-30,74000.0,1.7,U.A.E. (Pro League),UAE Professional League,2034-07-08,11.25,13,12,13,15,15,10,17,13,17,15,14,11,13,13,13,14,14,11,13,10,14,12,14,13,15,10,8,11,8,9,7,12,6,4,11,4,4,7,12,12,6.91,21,Not set,Inj,-0.08,-1.65,- - -,21,0,U.A.E.,542.0,36.50444900752909,0.49555099247091033,4.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Niklas Hedl,33,74,Resolute,7953,,2037-06-30,550000.0,32.0,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-24,39.0,15,9,12,14,16,7,16,16,15,14,16,4,11,12,13,12,13,7,11,1,14,12,12,14,17,11,13,16,9,11,13,15,10,2,12,4,2,2,6,14,7.64,19,Not set,,0.15,2.82,- - -,19,0,Saudi Arabia,907.0,32.5482546201232,0.4517453798767967,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mario De Luis,32,73,Balanced,5491,,2037-06-30,51000.0,11.0,Germany (Bundesliga),Bundesliga,2035-01-04,17.0,13,5,12,12,11,5,15,12,13,15,15,12,14,13,11,14,16,2,12,1,10,3,12,10,14,13,12,15,10,8,8,14,13,1,6,1,1,1,8,13,7.12,22,Not set,,0.51,11.24,- - -,22,0,Germany,907.0,31.99726214921287,0.0027378507871321013,3.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Krisztián Hegyi,32,76,Balanced,4559,,2037-06-30,7250.0,1.9,Hungary (Division I),Hungarian Division I,2034-01-10,1.6,13,5,14,12,12,5,12,12,12,8,15,11,12,16,9,9,14,2,13,3,9,7,10,8,12,11,10,15,12,6,7,9,14,3,8,1,2,2,6,13,6.90,23,Not set,,0.00,0.00,- - -,23,0,Hungary,907.0,31.014373716632445,0.9856262833675564,3.0,471.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pontus Dahlberg,35,76,Fairly Professional,6343,,2036-06-30,21000.0,,Netherlands (Eredivisie),Eredivisie,2035-01-01,6.25,14,12,13,14,16,10,15,14,17,15,17,13,14,16,12,14,14,1,11,1,14,7,11,8,14,12,11,18,8,9,9,13,7,4,8,1,1,3,8,10,6.91,26,Not set,,0.23,5.79,- - -,26,0,Netherlands,542.0,34.98904859685147,0.010951403148528405,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Kevin Mier,34,74,Balanced,6873,,2036-06-30,145000.0,6.75,Saudi Arabia (Saudi Pro League),Saudi Professional League,2033-06-10,23.0,13,11,12,12,14,11,13,15,14,14,14,12,14,12,12,13,12,9,12,8,14,12,15,11,13,11,11,14,9,9,9,12,10,1,12,7,3,3,11,14,6.96,21,Not set,,0.00,0.00,- - -,21,0,Saudi Arabia,542.0,32.42847364818618,1.571526351813826,3.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Illan Meslier,34,77,Fairly Professional,8655,,2036-06-30,155000.0,,Spain (First Division),Spanish First Division,2035-01-04,78.0,14,10,15,14,16,10,17,14,19,14,18,12,18,15,15,15,14,6,11,4,15,12,17,14,12,14,13,17,9,11,8,15,8,2,12,9,1,1,13,14,7.15,21,Not set,,0.18,3.54,- - -,21,0,Spain,542.0,33.997262149212865,0.0027378507871321013,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lukáš Horníček,32,77,Balanced,3265,,2036-06-30,1400.0,0.0265,Portugal (Second League),Portuguese Second League,2034-07-29,0.9,11,9,14,13,11,5,13,8,12,11,14,13,13,15,11,12,14,1,7,2,11,8,12,7,8,10,9,15,8,4,7,14,11,3,5,1,1,1,5,12,6.76,18,Not set,,0.07,1.12,- - -,18,0,Portugal,542.0,31.561943874058862,0.4380561259411362,3.0,430.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Tomoya Wakahara,35,73,Fairly Determined,5961,,2036-12-31,14250.0,,Japan (J1 League),J1 League,2034-09-30,0.575,15,13,10,14,12,12,12,15,12,15,15,7,12,15,8,13,14,2,5,2,13,7,13,6,16,8,6,13,4,2,4,14,8,3,4,1,3,3,2,15,6.64,37,Not set,,0.01,0.47,- - -,37,0,Japan,726.0,34.73442847364819,0.2655715263518138,4.0,475.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matthew Cox,31,72,Professional,4275,,2036-06-30,12500.0,0.15,England (Sky Bet Championship),Sky Bet Championship,2033-01-31,0.925,12,7,11,12,14,4,14,13,14,12,13,10,13,13,13,12,12,4,10,6,12,13,14,14,17,13,11,13,11,12,12,12,10,6,11,7,2,3,11,11,6.36,25,Not set,,-0.22,-5.42,- - -,25,0,England,542.0,29.072553045859,1.9274469541409993,4.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Svetoslav Vutsov,32,76,Balanced,6096,,2037-06-30,36000.0,2.0,Germany (Bundesliga),Bundesliga,2032-09-13,2.0,12,13,16,12,13,7,14,14,14,12,15,11,12,14,12,13,12,5,13,7,14,12,15,11,14,14,12,16,10,11,12,16,11,9,10,7,1,3,9,12,6.82,23,Not set,,0.19,4.16,- - -,23,0,Germany,907.0,29.689253935660506,2.3107460643394937,3.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hákon Rafn Valdimarsson,33,74,Fairly Determined,4624,,2037-06-30,34000.0,3.7,Belgium (Jupiler Pro League),Jupiler Pro League,2034-09-06,10.25,14,7,15,13,13,5,14,13,15,13,14,8,13,15,12,15,12,2,7,2,14,11,10,11,15,12,12,15,10,11,12,13,9,1,8,1,2,1,7,12,6.68,14,Not set,,-0.26,-3.60,- - -,14,0,Belgium,907.0,32.66872005475702,0.33127994524298426,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jonas Urbig,31,74,Professional,6958,,2037-06-30,195000.0,65.0,England (Premier Division),English Premier Division,2033-01-09,52.0,15,8,16,13,17,13,16,15,16,14,18,10,14,13,15,14,15,8,15,8,15,12,17,13,16,15,14,17,12,13,13,15,10,8,13,7,4,5,13,14,6.54,20,Not set,,-0.32,-6.41,- - -,20,0,England,907.0,29.012320328542096,1.9876796714579055,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stefano Turati,33,74,Spirited,5403,,2037-06-30,90000.0,19.0,U.A.E. (Pro League),UAE Professional League,2034-06-21,24.5,14,10,14,14,15,8,15,10,17,14,14,10,13,15,12,13,13,4,14,8,13,12,12,13,15,13,12,13,11,13,12,13,11,2,13,8,3,3,12,12,7.46,21 (1),Not set,,0.08,1.71,- - -,22,0,U.A.E.,907.0,32.45790554414784,0.5420944558521561,4.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Oliver Christensen,35,75,Perfectionist,5903,,2036-06-30,72000.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2033-07-01,11.75,15,12,16,13,15,7,15,13,16,12,14,17,13,15,13,13,13,5,13,3,14,12,13,16,17,10,11,17,8,6,9,14,6,2,11,6,3,3,10,13,7.23,28,Not set,,0.00,0.00,- - -,28,0,Saudi Arabia,542.0,33.48596851471595,1.514031485284052,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
James Trafford,32,78,Fairly Professional,5596,,2036-06-30,58000.0,15.0,England (Premier Division),English Premier Division,2030-09-13,15.25,13,12,13,12,15,11,15,14,15,12,16,11,11,12,12,14,12,10,13,1,14,11,13,12,13,13,14,17,13,12,13,15,13,5,9,4,2,2,12,12,7.25,4,Not set,,0.45,1.78,- - -,4,0,England,542.0,27.68788501026694,4.312114989733059,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Noel Törnqvist,32,78,Fairly Determined,4080,,2037-06-30,64000.0,10.25,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-11,11.5,13,8,10,13,15,5,14,13,14,14,15,8,14,15,13,14,13,3,8,1,13,9,11,11,15,13,13,17,11,11,12,11,11,4,6,1,1,1,6,8,7.02,26,Not set,,0.00,0.00,- - -,26,0,Saudi Arabia,907.0,31.512662559890487,0.487337440109514,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Nikola Čavlina,32,76,Perfectionist,7975,,2036-06-30,73000.0,27.5,Spain (First Division),Spanish First Division,2031-08-26,40.0,13,10,9,13,14,12,16,13,17,15,15,13,15,13,13,14,13,8,15,2,14,11,12,10,14,14,12,15,11,11,14,13,11,2,12,5,2,1,10,14,7.24,20,Not set,,0.51,10.24,- - -,20,0,Spain,542.0,28.63791923340178,3.36208076659822,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Iker Álvarez,33,75,Fairly Professional,7763,,2037-06-30,50000.0,12.5,Netherlands (Eredivisie),Eredivisie,2034-06-05,22.0,15,5,5,16,17,5,14,16,16,16,17,13,14,8,14,13,13,1,8,3,16,12,13,10,13,12,14,17,10,4,7,13,10,3,11,1,3,3,6,14,6.90,20 (1),Not set,,0.21,4.09,- - -,21,0,Netherlands,907.0,32.41409993155373,0.5859000684462696,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Franco Israel,34,75,Fairly Determined,6837,,2036-06-30,110000.0,8.0,Saudi Arabia (Saudi Pro League),Saudi Professional League,2033-10-01,11.5,12,9,9,14,15,11,15,14,16,13,16,9,12,10,13,13,13,2,4,9,13,13,11,10,15,11,11,15,10,11,12,13,10,2,10,8,1,2,13,11,7.26,25,Not set,Inj,0.00,0.00,- - -,25,0,Saudi Arabia,542.0,32.7378507871321,1.2621492128678986,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Francisco Meixedo,33,74,Balanced,4383,,2036-06-30,17750.0,9.25,Portugal (Premier League),Portuguese Premier League,2034-12-29,7.75,13,8,12,13,14,10,16,13,16,14,14,12,12,12,12,13,14,2,13,2,13,11,8,11,14,12,8,14,8,11,8,12,10,1,5,2,3,3,7,14,6.76,23,Not set,,-0.07,-1.75,- - -,23,0,Portugal,542.0,32.98083504449008,0.019164955509924708,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Iván Martínez,32,71,Balanced,4267,,2037-06-30,15250.0,0.325,Spain (First Division),Spanish First Division,2033-07-07,1.5,13,8,11,12,13,4,14,11,15,13,12,5,15,8,15,15,14,3,15,2,14,11,9,10,14,13,11,12,12,11,8,9,11,3,9,2,1,3,8,11,-,-,Not set,,-,-,- - -,0,0,Spain,907.0,30.50239561943874,1.4976043805612593,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Jasper Torkildsen,31,77,Perfectionist,3207,,2036-12-31,1800.0,0.15,Norway (Premier Division),Norwegian Premier Division,2034-04-07,0.95,10,18,16,10,12,10,15,9,16,13,17,5,12,11,12,15,13,2,13,3,16,12,15,11,18,14,10,18,3,8,12,8,8,3,8,1,1,1,6,7,6.54,36,Not set,,-0.09,-3.16,- - -,36,0,Norway,726.0,30.252566735112936,0.7474332648870636,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Elia Caprile,33,75,Resolute,8358,,2036-06-30,175000.0,19.0,Portugal (Premier League),Portuguese Premier League,2033-06-05,24.0,12,12,14,16,16,10,16,14,16,14,15,12,14,12,13,14,13,7,9,4,15,11,14,12,15,13,11,15,12,14,12,14,13,1,8,5,2,2,9,13,7.02,24,Not set,,0.10,2.37,- - -,24,0,Portugal,542.0,31.414784394250514,1.5852156057494866,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Lucas Cañizares,32,74,Fairly Determined,4933,,2037-06-30,155000.0,8.5,Saudi Arabia (First Division),Saudi First Division League,2033-12-31,6.5,14,9,12,13,14,6,13,10,14,13,16,8,14,13,12,12,12,1,15,1,13,10,12,12,15,13,10,17,12,11,14,12,11,2,11,6,3,2,11,12,7.81,28,Not set,Inj,0.00,0.00,- - -,28,0,Saudi Arabia,907.0,30.986995208761122,1.0130047912388775,4.0,387.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Diant Ramaj,33,74,Perfectionist,6399,,2036-06-30,59000.0,12.0,Belgium (Jupiler Pro League),Jupiler Pro League,2034-01-05,21.5,12,10,16,12,13,11,15,15,16,13,15,15,12,14,13,13,13,7,9,2,14,12,11,12,16,15,12,17,10,11,12,12,9,3,9,4,3,3,10,13,6.97,23,Not set,,0.10,2.23,- - -,23,0,Belgium,542.0,32.00068446269678,0.999315537303217,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Taha Tepe,34,73,Fairly Determined,4208,,2036-12-31,9500.0,3.4,U.S.A. (MLS),Major League Soccer,2034-04-27,4.3,12,9,6,12,14,5,14,13,15,13,12,3,12,13,13,13,13,3,9,6,13,12,13,12,15,11,12,13,8,10,11,12,9,2,11,2,3,2,12,12,-,-,Not set,,-,-,- - -,0,0,U.S.A.,726.0,33.30732375085558,0.6926762491444216,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Arne Schulz,31,75,Fairly Determined,3796,,2036-11-30,3700.0,1.1,Sweden (Premier Division),Swedish Premier Division,2033-05-27,0.85,12,10,14,12,13,8,13,12,14,12,16,7,12,13,12,13,11,4,9,2,13,10,12,10,15,13,13,17,8,9,12,12,9,3,8,5,2,2,9,11,-,-,Not set,,-,-,- - -,0,0,Sweden,695.0,29.390143737166323,1.6098562628336757,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Nikola Ivezić,31,76,Balanced,5418,,2036-06-30,11500.0,0.975,Belgium (Jupiler Pro League),Jupiler Pro League,2032-08-08,0.8,13,15,15,12,14,12,12,14,15,13,15,9,12,11,12,11,13,2,11,2,13,10,13,10,7,12,12,17,14,11,11,15,12,2,9,1,1,3,9,14,6.94,19,Not set,,0.06,1.10,- - -,19,0,Belgium,542.0,28.590691307323752,2.409308692676249,3.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tobe Leysen,32,74,Fairly Determined,3450,,2037-06-30,2600.0,1.5,Spain (Second Division),Spanish Second Division,2034-09-01,2.9,12,8,14,12,13,9,15,12,13,12,14,13,13,13,12,13,12,1,8,3,12,9,12,11,15,11,11,16,8,9,9,12,8,11,12,12,3,3,12,13,6.76,18,Not set,,0.12,2.10,- - -,18,0,Spain,907.0,31.655030800821354,0.34496919917864477,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Leandro Brey,32,75,Fairly Professional,3707,,2037-06-30,30000.0,4.3,Belgium (Jupiler Pro League),Jupiler Pro League,2032-07-22,5.5,12,7,7,13,13,4,13,12,15,12,15,10,13,12,12,13,12,2,12,11,13,10,13,11,11,12,12,16,10,7,9,11,12,3,8,1,3,1,9,13,6.93,17,Not set,,-0.03,-0.52,- - -,17,0,Belgium,907.0,29.544147843942504,2.455852156057495,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ashley Maynard-Brewer,35,74,Balanced,4162,,2036-06-30,15500.0,0.575,U.A.E. (Pro League),UAE Professional League,2034-09-11,0.725,12,9,10,13,14,11,14,11,15,12,13,12,12,13,12,12,12,7,11,3,14,11,15,10,7,6,9,15,5,5,8,12,6,2,8,1,3,2,9,13,6.90,14,Not set,,0.29,3.99,- - -,14,0,U.A.E.,542.0,34.68240930869268,0.31759069130732376,3.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Gustavo Lescano,32,74,Balanced,3381,,2038-06-30,5250.0,2.6,Australia (A-League),Isuzu UTE A-League,2034-08-24,3.1,11,7,12,13,11,5,13,12,13,13,15,5,10,11,10,14,14,8,7,2,12,8,8,7,9,10,8,14,12,11,7,12,13,3,7,1,1,2,7,14,7.34,11,Not set,,0.00,0.00,- - -,11,0,Australia,1272.0,31.633127994524298,0.3668720054757016,3.0,434.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Léo Linck,33,77,Professional,7417,,2036-12-31,43000.0,9.25,Brazil (First Division),Brazilian National First Division,2034-01-22,7.25,12,8,10,15,15,5,14,12,16,12,17,14,14,15,12,13,13,2,16,2,14,11,13,12,11,12,9,17,8,8,11,14,10,2,10,1,1,2,10,12,-,-,Not set,,-,-,- - -,0,0,Brazil,726.0,32.04722792607803,0.9527720739219713,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Henrich Ravas,37,77,Balanced,5141,,2036-12-31,3500.0,0.95,U.S.A. (MLS),Major League Soccer,2034-12-13,0.95,13,5,11,13,13,7,14,12,16,13,15,9,12,12,12,14,13,2,8,1,13,8,12,12,14,5,9,14,6,6,7,12,7,3,9,1,1,2,10,11,-,-,Not set,,-,-,- - -,0,0,U.S.A.,726.0,36.937029431895965,0.06297056810403832,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
